Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"ang_rad(S(RX_ant1_1,TX_antenna)) [rad]"
285,175,315,4,-1.48577459774044
285,175,315,4.0075,-2.42991273462548
285,175,315,4.015,2.79934735823583
285,175,315,4.0225,1.78275225075324
285,175,315,4.03,0.949806362432487
285,175,315,4.0375,-0.0380046064722375
285,175,315,4.045,-1.01870853636648
285,175,315,4.0525,-1.9336653821711
285,175,315,4.06,-2.84688546150406
285,175,315,4.0675,2.63960281737145
285,175,315,4.075,1.72290606180197
285,175,315,4.0825,0.742914423302144
285,175,315,4.09,-0.265764939052939
285,175,315,4.0975,-1.16874051438801
285,175,315,4.105,-2.18797646751474
285,175,315,4.1125,-3.11484202402434
285,175,315,4.12,2.35511626601754
285,175,315,4.1275,1.3984785408121
285,175,315,4.135,0.443501382201712
285,175,315,4.1425,-0.240002056374026
285,175,315,4.15,-1.18570491358536
285,175,315,4.1575,-2.17345008848733
285,175,315,4.165,3.14064689004501
285,175,315,4.1725,2.37741712319686
285,175,315,4.18,1.68721209529634
285,175,315,4.1875,0.767422854783643
285,175,315,4.195,-0.196837447506938
285,175,315,4.2025,-0.941529654537159
285,175,315,4.21,-1.96143877891786
285,175,315,4.2175,-2.61577319040731
285,175,315,4.225,2.67158217852048
285,175,315,4.2325,1.8321186517961
285,175,315,4.24,1.08345591319494
285,175,315,4.2475,0.106827451972939
285,175,315,4.255,-0.609133912943489
285,175,315,4.2625,-1.47731221590469
285,175,315,4.27,-2.39817379453447
285,175,315,4.2775,2.99415079504383
285,175,315,4.285,1.89141223194806
285,175,315,4.2925,0.987264565079401
285,175,315,4.3,0.234022794078848
285,175,315,4.3075,-0.739725337086738
285,175,315,4.315,-1.75727735484591
285,175,315,4.3225,-2.77323515382413
285,175,315,4.33,2.66818753319301
285,175,315,4.3375,1.59968491986973
285,175,315,4.345,0.584272773026639
285,175,315,4.3525,-0.578923947822901
285,175,315,4.36,-1.56263518559093
285,175,315,4.3675,-2.5267838128124
285,175,315,4.375,2.6020273348626
285,175,315,4.3825,1.95010118389951
285,175,315,4.39,0.89880041682625
285,175,315,4.3975,0.0306064510332712
285,175,315,4.405,-0.940469092551315
285,175,315,4.4125,-1.9351229653119
285,175,315,4.42,-2.83357757379806
285,175,315,4.4275,2.63022973385459
285,175,315,4.435,1.67106089637197
285,175,315,4.4425,0.950237981971803
285,175,315,4.45,0.122688602578929
285,175,315,4.4575,-0.394263099152824
285,175,315,4.465,-1.07284259881178
285,175,315,4.4725,-1.9916542712744
285,175,315,4.48,-2.73466710462829
285,175,315,4.4875,2.46224982490494
285,175,315,4.495,1.44861116282335
285,175,315,4.5025,0.862206041974249
285,175,315,4.51,-0.0688982817445814
285,175,315,4.5175,-1.10535296390568
285,175,315,4.525,-2.09690668808389
285,175,315,4.5325,-2.94116840808058
285,175,315,4.54,2.45440391447314
285,175,315,4.5475,1.37015818253199
285,175,315,4.555,0.60249948956247
285,175,315,4.5625,-0.387071968860888
285,175,315,4.57,-1.48273048688239
285,175,315,4.5775,-2.4798652788703
285,175,315,4.585,2.96338834536412
285,175,315,4.5925,1.70306299592237
285,175,315,4.6,0.651873689250636
285,175,315,4.6075,-0.202951625485195
285,175,315,4.615,-1.29757808714881
285,175,315,4.6225,-1.86504933153594
285,175,315,4.63,-2.79148452052244
285,175,315,4.6375,2.5761094267622
285,175,315,4.645,1.8905658136448
