Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"mag(S(RX_ant1_1,TX_antenna)) []"
235,175,315,4,0.00778115969347603
235,175,315,4.0075,0.00789748188507318
235,175,315,4.015,0.00752561345798927
235,175,315,4.0225,0.0077591583035427
235,175,315,4.03,0.00744630560186857
235,175,315,4.0375,0.00719311841864627
235,175,315,4.045,0.00670391993824711
235,175,315,4.0525,0.00605704342417218
235,175,315,4.06,0.00578864228241115
235,175,315,4.0675,0.00579635976342658
235,175,315,4.075,0.00565990889218992
235,175,315,4.0825,0.00654453225913361
235,175,315,4.09,0.00603479775531425
235,175,315,4.0975,0.00548108972915545
235,175,315,4.105,0.00588385586717491
235,175,315,4.1125,0.00532049567430201
235,175,315,4.12,0.0049732652899134
235,175,315,4.1275,0.00452428251940957
235,175,315,4.135,0.00335571031568104
235,175,315,4.1425,0.00320878715397757
235,175,315,4.15,0.0030058859959433
235,175,315,4.1575,0.00254050614698447
235,175,315,4.165,0.00243185081245479
235,175,315,4.1725,0.00162641571014308
235,175,315,4.18,0.00144589087604728
235,175,315,4.1875,0.00244916456084688
235,175,315,4.195,0.00219244450005382
235,175,315,4.2025,0.00273948674316798
235,175,315,4.21,0.00150816087134792
235,175,315,4.2175,0.000776136348828188
235,175,315,4.225,0.00215509273182516
235,175,315,4.2325,0.00203860502183007
235,175,315,4.24,0.00311653674917731
235,175,315,4.2475,0.0025199869657623
235,175,315,4.255,0.00282983178665444
235,175,315,4.2625,0.00399309283552259
235,175,315,4.27,0.00420241164209678
235,175,315,4.2775,0.00470962446068292
235,175,315,4.285,0.00428093962752868
235,175,315,4.2925,0.00387376202198789
235,175,315,4.3,0.00417642349319013
235,175,315,4.3075,0.00446504169285354
235,175,315,4.315,0.00494207699173419
235,175,315,4.3225,0.00533221527410797
235,175,315,4.33,0.00615656710625697
235,175,315,4.3375,0.00621816473922667
235,175,315,4.345,0.00643143610393331
235,175,315,4.3525,0.00667554036015481
235,175,315,4.36,0.00613677570799202
235,175,315,4.3675,0.00553122071583795
235,175,315,4.375,0.00510392174379644
235,175,315,4.3825,0.0041170005792866
235,175,315,4.39,0.00440475668958283
235,175,315,4.3975,0.00327612292968097
235,175,315,4.405,0.00345133446649655
235,175,315,4.4125,0.00235247692594752
235,175,315,4.42,0.00204246939115316
235,175,315,4.4275,0.00125611586388899
235,175,315,4.435,0.00113461529280595
235,175,315,4.4425,0.000670411764660759
235,175,315,4.45,0.000624704064737071
235,175,315,4.4575,0.000124848294221865
235,175,315,4.465,0.000347571652358815
235,175,315,4.4725,0.00063853749640845
235,175,315,4.48,0.00132106553735978
235,175,315,4.4875,0.00158157236461281
235,175,315,4.495,0.00222523316178638
235,175,315,4.5025,0.00308264749923138
235,175,315,4.51,0.00305610434796122
235,175,315,4.5175,0.00301005125418594
235,175,315,4.525,0.00354296245506525
235,175,315,4.5325,0.0031723447432049
235,175,315,4.54,0.00352135537797361
235,175,315,4.5475,0.00367664868474199
235,175,315,4.555,0.00365124548203918
235,175,315,4.5625,0.00397168855892031
235,175,315,4.57,0.00408890632357305
235,175,315,4.5775,0.0043087394446275
235,175,315,4.585,0.00426883032963536
235,175,315,4.5925,0.00441447237086094
235,175,315,4.6,0.0032547286953412
235,175,315,4.6075,0.00328751976036107
235,175,315,4.615,0.00305231077198136
235,175,315,4.6225,0.00210793975374967
235,175,315,4.63,0.00232075433362592
235,175,315,4.6375,0.00239407413074311
235,175,315,4.645,0.0013108927130108
235,175,315,4.6525,0.000694677643571395
