Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"mag(S(RX_ant1_1,TX_antenna)) []"
235,175,315,4,0.00722153041024672
235,175,315,4.0075,0.00736016692201389
235,175,315,4.015,0.00670316324275495
235,175,315,4.0225,0.00685343756418271
235,175,315,4.03,0.00641397722412998
235,175,315,4.0375,0.00606899101877961
235,175,315,4.045,0.00587726130272941
235,175,315,4.0525,0.00565267589632173
235,175,315,4.06,0.00517494526101903
235,175,315,4.0675,0.00457398645318949
235,175,315,4.075,0.00503514801061595
235,175,315,4.0825,0.00558607323517808
235,175,315,4.09,0.0051356654374151
235,175,315,4.0975,0.00510115463091567
235,175,315,4.105,0.00515142665152341
235,175,315,4.1125,0.00422409012409874
235,175,315,4.12,0.00429996535170167
235,175,315,4.1275,0.00425672831037955
235,175,315,4.135,0.00354932539681745
235,175,315,4.1425,0.00312109903295917
235,175,315,4.15,0.00312291449605335
235,175,315,4.1575,0.00321147247661937
235,175,315,4.165,0.00302403637650821
235,175,315,4.1725,0.00249614078774403
235,175,315,4.18,0.00283892619850762
235,175,315,4.1875,0.00288397858789621
235,175,315,4.195,0.00295760639462474
235,175,315,4.2025,0.00321532896278667
235,175,315,4.21,0.00239149183473485
235,175,315,4.2175,0.00196496290586627
235,175,315,4.225,0.00313842398248239
235,175,315,4.2325,0.00286445561984699
235,175,315,4.24,0.00225805289488526
235,175,315,4.2475,0.00271792792940912
235,175,315,4.255,0.00267170616994357
235,175,315,4.2625,0.00286584789200072
235,175,315,4.27,0.00273179854560728
235,175,315,4.2775,0.00385757938818127
235,175,315,4.285,0.00312727630807807
235,175,315,4.2925,0.00284941907126438
235,175,315,4.3,0.00345787331143658
235,175,315,4.3075,0.00416716941563245
235,175,315,4.315,0.00382031028992989
235,175,315,4.3225,0.00455786657042791
235,175,315,4.33,0.00495036646084314
235,175,315,4.3375,0.00474999519230288
235,175,315,4.345,0.00543429584422058
235,175,315,4.3525,0.00503881086902894
235,175,315,4.36,0.0048147737328759
235,175,315,4.3675,0.00441515691133121
235,175,315,4.375,0.00353291473922991
235,175,315,4.3825,0.00383104671813321
235,175,315,4.39,0.00353501390791375
235,175,315,4.3975,0.00323694898747542
235,175,315,4.405,0.00295546153672419
235,175,315,4.4125,0.00221466388288331
235,175,315,4.42,0.00203978095700857
235,175,315,4.4275,0.00151986717978698
235,175,315,4.435,0.00169466925605737
235,175,315,4.4425,0.00152282595426636
235,175,315,4.45,0.00130881359618317
235,175,315,4.4575,0.00172795104260625
235,175,315,4.465,0.00176812881900776
235,175,315,4.4725,0.00155949014802225
235,175,315,4.48,0.0017058064286328
235,175,315,4.4875,0.00195630773449126
235,175,315,4.495,0.00164269279360925
235,175,315,4.5025,0.00256894828405638
235,175,315,4.51,0.00245417970013513
235,175,315,4.5175,0.00299961516800314
235,175,315,4.525,0.00312195073191083
235,175,315,4.5325,0.00271795641660592
235,175,315,4.54,0.00256934829743837
235,175,315,4.5475,0.00291775895319527
235,175,315,4.555,0.00279429166983259
235,175,315,4.5625,0.00302307908324387
235,175,315,4.57,0.00296079077768135
235,175,315,4.5775,0.00309723918328308
235,175,315,4.585,0.0028276001229157
235,175,315,4.5925,0.00279592226671477
235,175,315,4.6,0.00267013910130806
235,175,315,4.6075,0.00240249688670776
235,175,315,4.615,0.00206611109861365
235,175,315,4.6225,0.00110416674114584
235,175,315,4.63,0.00131055610703256
235,175,315,4.6375,0.00100582979812319
235,175,315,4.645,0.00126516708075342
235,175,315,4.6525,0.000717621146022315
235,175,315,4.66,0.00110421910777922
235,175,315,4.6675,0.00148026015624746
235,175,315,4.675,0.0016773883152075
235,175,315,4.6825,0.00171083018030519
235,175,315,4.69,0.00204224019796679
235,175,315,4.6975,0.00200841010969715
235,175,315,4.705,0.00219142795386811
235,175,315,4.7125,0.00203569108716393
235,175,315,4.72,0.00169055763391209
235,175,315,4.7275,0.00246054132669136
235,175,315,4.735,0.00199284245988276
235,175,315,4.7425,0.00212465746690403
235,175,315,4.75,0.00208037484042885
235,175,315,4.7575,0.00187205039043819
235,175,315,4.765,0.00213196542121935
235,175,315,4.7725,0.00248357081667071
235,175,315,4.78,0.00219658663877776
