Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"mag(S(RX_ant1_1,TX_antenna)) []"
535,465,315,4,0.00771626255859251
535,465,315,4.0075,0.00748350625835303
535,465,315,4.015,0.00758500063618824
535,465,315,4.0225,0.00796547565924659
535,465,315,4.03,0.00736946150156191
535,465,315,4.0375,0.0067085707449353
535,465,315,4.045,0.00712054218252466
535,465,315,4.0525,0.00561727538882502
535,465,315,4.06,0.00573075244516367
535,465,315,4.0675,0.00568666229395249
535,465,315,4.075,0.00575636582637728
535,465,315,4.0825,0.00645454316328945
535,465,315,4.09,0.00600990671685721
535,465,315,4.0975,0.00560623271955699
535,465,315,4.105,0.00590850434542449
535,465,315,4.1125,0.0054009976592148
535,465,315,4.12,0.00498833344370665
535,465,315,4.1275,0.00465968781816545
535,465,315,4.135,0.00371693400910713
535,465,315,4.1425,0.00310663262107493
535,465,315,4.15,0.0029825426311878
535,465,315,4.1575,0.00284456910584264
535,465,315,4.165,0.00252011917442539
535,465,315,4.1725,0.0020353421528351
535,465,315,4.18,0.00201715773089472
535,465,315,4.1875,0.00250738021911033
535,465,315,4.195,0.00228251660249625
535,465,315,4.2025,0.00243319761293613
535,465,315,4.21,0.00203874497643328
535,465,315,4.2175,0.000526861221112413
535,465,315,4.225,0.00187577230889051
535,465,315,4.2325,0.0015916101584108
535,465,315,4.24,0.00249839123908495
535,465,315,4.2475,0.00300359484917527
535,465,315,4.255,0.00302005637463204
535,465,315,4.2625,0.0034712687721375
535,465,315,4.27,0.00405509728764344
535,465,315,4.2775,0.00395909072271722
535,465,315,4.285,0.00387739671868044
535,465,315,4.2925,0.00360854604945971
535,465,315,4.3,0.0039975519367609
535,465,315,4.3075,0.00478918833453124
535,465,315,4.315,0.00516333732824207
535,465,315,4.3225,0.00632394063260855
535,465,315,4.33,0.00599102172369052
535,465,315,4.3375,0.00635293505968985
535,465,315,4.345,0.00660134053736753
535,465,315,4.3525,0.00629797960298756
535,465,315,4.36,0.00632564131228083
535,465,315,4.3675,0.00610552663594455
535,465,315,4.375,0.00445908148239643
535,465,315,4.3825,0.00459890747211512
535,465,315,4.39,0.0040016791439391
535,465,315,4.3975,0.00401059260845521
535,465,315,4.405,0.00279621454889458
535,465,315,4.4125,0.00224476085398887
535,465,315,4.42,0.00253628643392301
535,465,315,4.4275,0.00129761736406751
535,465,315,4.435,0.000843630758024104
535,465,315,4.4425,0.00130209968638774
535,465,315,4.45,0.000527177058944808
535,465,315,4.4575,0.00024139707927443
535,465,315,4.465,0.000782817663954421
535,465,315,4.4725,0.000997622263258763
535,465,315,4.48,0.00151125930617606
535,465,315,4.4875,0.00204258910305022
535,465,315,4.495,0.00191261193392982
535,465,315,4.5025,0.0032137582261531
535,465,315,4.51,0.0029505056697125
535,465,315,4.5175,0.00307023721675219
535,465,315,4.525,0.00376424864655764
535,465,315,4.5325,0.00340844608273087
535,465,315,4.54,0.00317981383033717
535,465,315,4.5475,0.00376651030031822
535,465,315,4.555,0.00368542948881065
535,465,315,4.5625,0.00346853483954434
535,465,315,4.57,0.00434863607565048
535,465,315,4.5775,0.00425476690762844
535,465,315,4.585,0.00426185967210726
535,465,315,4.5925,0.0041311417238987
535,465,315,4.6,0.00396884230482757
535,465,315,4.6075,0.00374429486036766
535,465,315,4.615,0.00369987558089233
535,465,315,4.6225,0.00266954298552251
535,465,315,4.63,0.00251984449754345
535,465,315,4.6375,0.00177143845930834
535,465,315,4.645,0.00185739867967233
535,465,315,4.6525,0.00104858065127011
535,465,315,4.66,0.000265173141512101
535,465,315,4.6675,0.000641520800980557
535,465,315,4.675,0.000878209339355754
535,465,315,4.6825,0.00103411392835444
535,465,315,4.69,0.00121558569720513
535,465,315,4.6975,0.000435559357349912
535,465,315,4.705,0.00116821390148301
535,465,315,4.7125,0.00123545547541359
535,465,315,4.72,0.00155387217578732
535,465,315,4.7275,0.00158879579057335
535,465,315,4.735,0.00204031602373055
535,465,315,4.7425,0.00206569149005299
535,465,315,4.75,0.00233655917883257
535,465,315,4.7575,0.00200097900437688
535,465,315,4.765,0.00280961565259371
535,465,315,4.7725,0.00275659458779433
535,465,315,4.78,0.00262738729903036
535,465,315,4.7875,0.00251678973846295
535,465,315,4.795,0.00289109964560853
535,465,315,4.8025,0.00319519978524817
535,465,315,4.81,0.00387539755324514
535,465,315,4.8175,0.00314488144802884
535,465,315,4.825,0.00346336255230402
535,465,315,4.8325,0.00394707342889915
535,465,315,4.84,0.00445801708640415
535,465,315,4.8475,0.00369279295462396
535,465,315,4.855,0.00385853856149851
535,465,315,4.8625,0.00309015849375806
535,465,315,4.87,0.00274308569917724
535,465,315,4.8775,0.00259110416298616
535,465,315,4.885,0.00196007462585092
535,465,315,4.8925,0.0020620851461823
535,465,315,4.9,0.00177401894195065
