Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"mag(S(RX_ant1_1,TX_antenna)) []"
235,175,315,4,0.00710757615915318
235,175,315,4.0075,0.00744219927987188
235,175,315,4.015,0.00696014898971599
235,175,315,4.0225,0.006876343597304
235,175,315,4.03,0.0066960346397038
235,175,315,4.0375,0.006208087464602
235,175,315,4.045,0.0062553905871178
235,175,315,4.0525,0.00576595732460285
235,175,315,4.06,0.00549177243519808
235,175,315,4.0675,0.00539181463913886
235,175,315,4.075,0.00520360574177777
235,175,315,4.0825,0.00580902894472309
235,175,315,4.09,0.00543422960731443
235,175,315,4.0975,0.00501343404347795
235,175,315,4.105,0.00538488805116852
235,175,315,4.1125,0.00454922867189373
235,175,315,4.12,0.0047381447515987
235,175,315,4.1275,0.00454412397735505
235,175,315,4.135,0.00354111421272564
235,175,315,4.1425,0.00344183517551936
235,175,315,4.15,0.00374220726073775
235,175,315,4.1575,0.00284764093381675
235,175,315,4.165,0.00305182897930965
235,175,315,4.1725,0.00252577445352288
235,175,315,4.18,0.00245274236235897
235,175,315,4.1875,0.003484086069763
235,175,315,4.195,0.00313879857934092
235,175,315,4.2025,0.00291171168872239
235,175,315,4.21,0.00272267223195146
235,175,315,4.2175,0.00187559599829879
235,175,315,4.225,0.00277607261928115
235,175,315,4.2325,0.0022163783896906
235,175,315,4.24,0.00269408389168351
235,175,315,4.2475,0.00306557292279797
235,175,315,4.255,0.0026380470558584
235,175,315,4.2625,0.00304855315934643
235,175,315,4.27,0.00283531305865993
235,175,315,4.2775,0.00367804347879675
235,175,315,4.285,0.00331191071530761
235,175,315,4.2925,0.00326944487118029
235,175,315,4.3,0.00323766157430179
235,175,315,4.3075,0.00370963988359292
235,175,315,4.315,0.00445976141535942
235,175,315,4.3225,0.00453720728084791
235,175,315,4.33,0.00490617407003292
235,175,315,4.3375,0.00525986736717597
235,175,315,4.345,0.00550612137278715
235,175,315,4.3525,0.00529009608306351
235,175,315,4.36,0.00524858651762615
235,175,315,4.3675,0.00464100471585065
235,175,315,4.375,0.00397915277558648
235,175,315,4.3825,0.00378496349645796
235,175,315,4.39,0.00348754266010594
235,175,315,4.3975,0.00346968026297259
235,175,315,4.405,0.00279492860895444
235,175,315,4.4125,0.00263804675055897
235,175,315,4.42,0.00205687480474611
235,175,315,4.4275,0.00150275833522341
235,175,315,4.435,0.00199798647257926
235,175,315,4.4425,0.00116460171237194
235,175,315,4.45,0.00127960031803617
235,175,315,4.4575,0.0016848965051047
235,175,315,4.465,0.00154050655255758
235,175,315,4.4725,0.00169331734134503
235,175,315,4.48,0.00191822524787776
235,175,315,4.4875,0.00218410121670989
235,175,315,4.495,0.00208573581474815
235,175,315,4.5025,0.00290837540237421
235,175,315,4.51,0.00252181475376513
235,175,315,4.5175,0.0026696522321468
235,175,315,4.525,0.00295575715671068
235,175,315,4.5325,0.00254341317668405
235,175,315,4.54,0.00302499949822934
235,175,315,4.5475,0.00276285739419173
235,175,315,4.555,0.0029541698154061
235,175,315,4.5625,0.00301852777943574
235,175,315,4.57,0.00311279411511205
235,175,315,4.5775,0.00311671161594288
235,175,315,4.585,0.00303068550453879
235,175,315,4.5925,0.0024168330021749
235,175,315,4.6,0.00240278405138337
235,175,315,4.6075,0.00272905874838775
235,175,315,4.615,0.00190737469322071
235,175,315,4.6225,0.00133309360964428
235,175,315,4.63,0.00155648057042589
235,175,315,4.6375,0.000680589292250958
235,175,315,4.645,0.000740179385782392
235,175,315,4.6525,0.000768886459394341
235,175,315,4.66,0.00142868139274673
235,175,315,4.6675,0.00158511692344724
235,175,315,4.675,0.00186308868195314
235,175,315,4.6825,0.0020153237698229
235,175,315,4.69,0.00149900110523639
235,175,315,4.6975,0.00171823898963418
235,175,315,4.705,0.00198169497690579
235,175,315,4.7125,0.00168070815575235
235,175,315,4.72,0.00193695904651025
235,175,315,4.7275,0.00214077497253843
235,175,315,4.735,0.0016499276020045
235,175,315,4.7425,0.00223803018217257
235,175,315,4.75,0.00159667553827236
235,175,315,4.7575,0.00180830481735441
235,175,315,4.765,0.00240081578382574
235,175,315,4.7725,0.0024336789035037
235,175,315,4.78,0.0019921993384196
235,175,315,4.7875,0.00261524574178654
235,175,315,4.795,0.00294360873374453
235,175,315,4.8025,0.00254953858469207
235,175,315,4.81,0.00311143975019399
235,175,315,4.8175,0.00250947481111845
235,175,315,4.825,0.00315541105522829
235,175,315,4.8325,0.00282059645039128
235,175,315,4.84,0.0028733653141689
235,175,315,4.8475,0.00242326977707632
235,175,315,4.855,0.00271777356433913
235,175,315,4.8625,0.0020575331578107
235,175,315,4.87,0.00195224250234525
235,175,315,4.8775,0.00179755733329363
235,175,315,4.885,0.00162379867717928
235,175,315,4.8925,0.00172778560586862
235,175,315,4.9,0.00151476758642374
235,175,315,4.9075,0.00111301043294811
235,175,315,4.915,0.000853201628134279
235,175,315,4.9225,0.00114638614132764
235,175,315,4.93,0.000529527252703919
235,175,315,4.9375,0.00050463242513005
235,175,315,4.945,0.000641022998846836
235,175,315,4.9525,6.71413138905622e-05
235,175,315,4.96,0.00052360357945949
235,175,315,4.9675,0.00104793811744179
235,175,315,4.975,0.00157162762311829
235,175,315,4.9825,0.000774855842956991
235,175,315,4.99,0.00138713923649017
235,175,315,4.9975,0.00161392271596283
235,175,315,5.005,0.00189786188397531
235,175,315,5.0125,0.00191761142798341
235,175,315,5.02,0.00225356735749253
235,175,315,5.0275,0.00235138663969946
235,175,315,5.035,0.00293144241227251
235,175,315,5.0425,0.00284220692429539
235,175,315,5.05,0.00217699934108504
235,175,315,5.0575,0.002236859343321
235,175,315,5.065,0.0024525458659363
235,175,315,5.0725,0.00272545866714059
235,175,315,5.08,0.00265666965461035
235,175,315,5.0875,0.00285920528688397
235,175,315,5.095,0.00263225857256018
235,175,315,5.1025,0.00257404745406212
235,175,315,5.11,0.0024290167436603
235,175,315,5.1175,0.00234580049493918
235,175,315,5.125,0.00235333435497833
235,175,315,5.1325,0.00234870044732632
