Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"ang_rad(S(RX_ant1_1,TX_antenna)) [rad]"
535,465,315,4,-1.30373458214136
535,465,315,4.0075,-2.27242248674661
535,465,315,4.015,2.96290508816656
535,465,315,4.0225,1.95172341330292
535,465,315,4.03,0.992989459600122
535,465,315,4.0375,0.0683677750834152
535,465,315,4.045,-0.969560263009859
535,465,315,4.0525,-1.9126670154872
535,465,315,4.06,-2.74062158642437
535,465,315,4.0675,2.65968676389921
535,465,315,4.075,1.74613642965347
535,465,315,4.0825,0.785425029828933
535,465,315,4.09,-0.315205307041952
535,465,315,4.0975,-1.12722704700538
535,465,315,4.105,-2.19450184143626
535,465,315,4.1125,3.03325312113123
535,465,315,4.12,2.16017829853404
535,465,315,4.1275,1.16798513970873
535,465,315,4.135,0.276851476508042
535,465,315,4.1425,-0.5114349346993
535,465,315,4.15,-1.45949431998656
535,465,315,4.1575,-2.19693573592603
535,465,315,4.165,2.99648488849639
535,465,315,4.1725,2.33468163253483
535,465,315,4.18,1.72543401373245
535,465,315,4.1875,0.807616901641489
535,465,315,4.195,-0.124441985960392
535,465,315,4.2025,-1.11391797756501
535,465,315,4.21,-2.64279710683907
535,465,315,4.2175,-1.97056310512404
535,465,315,4.225,3.03974752936692
535,465,315,4.2325,2.47843582462884
535,465,315,4.24,1.46305764475737
535,465,315,4.2475,0.458270023686158
535,465,315,4.255,-0.440133113469456
535,465,315,4.2625,-1.33479138795603
535,465,315,4.27,-2.33562227259888
535,465,315,4.2775,2.9178594401809
535,465,315,4.285,1.99627043542203
535,465,315,4.2925,1.13643966957282
535,465,315,4.3,0.303140232144024
535,465,315,4.3075,-0.774274349624227
535,465,315,4.315,-1.76121039621857
535,465,315,4.3225,-2.70069041022254
535,465,315,4.33,2.57818863096994
535,465,315,4.3375,1.63295553034581
535,465,315,4.345,0.527640747239086
535,465,315,4.3525,-0.523241682474964
535,465,315,4.36,-1.6461327608781
535,465,315,4.3675,-2.68089179382353
