Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"ang_rad(S(RX_ant1_1,TX_antenna)) [rad]"
235,175,315,4,-1.29317210402182
235,175,315,4.0075,-2.27642501433878
235,175,315,4.015,2.95761031242888
235,175,315,4.0225,1.95720746231937
235,175,315,4.03,0.995600977345769
235,175,315,4.0375,0.0597763765023812
235,175,315,4.045,-0.965806789270469
235,175,315,4.0525,-1.9047537420232
235,175,315,4.06,-2.74974654652912
235,175,315,4.0675,2.66424382963557
235,175,315,4.075,1.74506857959744
235,175,315,4.0825,0.781905134954863
235,175,315,4.09,-0.306707336121626
235,175,315,4.0975,-1.13182042451734
235,175,315,4.105,-2.19823591806171
235,175,315,4.1125,3.03521218637267
235,175,315,4.12,2.15652311218828
235,175,315,4.1275,1.1722554418693
235,175,315,4.135,0.275152531654551
235,175,315,4.1425,-0.51037170689323
235,175,315,4.15,-1.46106157056823
235,175,315,4.1575,-2.20417043969028
235,175,315,4.165,3.0182334402145
235,175,315,4.1725,2.32668379034007
235,175,315,4.18,1.7104860921079
235,175,315,4.1875,0.827979913263061
235,175,315,4.195,-0.132886256692074
235,175,315,4.2025,-1.12063922214958
235,175,315,4.21,-2.629335045465
235,175,315,4.2175,-2.03046995932734
235,175,315,4.225,3.04392078933967
235,175,315,4.2325,2.47241730893801
235,175,315,4.24,1.46498951773336
235,175,315,4.2475,0.460634765732345
235,175,315,4.255,-0.447546440994358
235,175,315,4.2625,-1.3314204615729
235,175,315,4.27,-2.33505636097164
235,175,315,4.2775,2.91696114448407
235,175,315,4.285,2.00002066366251
235,175,315,4.2925,1.13381917212652
235,175,315,4.3,0.303373153259993
235,175,315,4.3075,-0.771252000815274
235,175,315,4.315,-1.76261451898993
235,175,315,4.3225,-2.69984646547876
235,175,315,4.33,2.57944589567115
235,175,315,4.3375,1.63104404755685
235,175,315,4.345,0.527525918904691
235,175,315,4.3525,-0.523263332681083
235,175,315,4.36,-1.64498189403403
235,175,315,4.3675,-2.6815273954255
235,175,315,4.375,2.57872205549604
235,175,315,4.3825,1.62022605747925
235,175,315,4.39,0.633170369670596
235,175,315,4.3975,-0.352616054647816
235,175,315,4.405,-1.27194025946115
235,175,315,4.4125,-2.47799979484552
235,175,315,4.42,2.9663149103415
235,175,315,4.4275,1.79644987815587
235,175,315,4.435,1.6147014538549
235,175,315,4.4425,0.584311475662754
235,175,315,4.45,-0.330241349193978
235,175,315,4.4575,1.44813655630509
235,175,315,4.465,-0.356706311035685
235,175,315,4.4725,-1.24014686982879
235,175,315,4.48,-2.09113009163201
235,175,315,4.4875,-2.9456578033674
235,175,315,4.495,2.2799791213876
235,175,315,4.5025,1.31719245060838
235,175,315,4.51,0.0914668607346683
235,175,315,4.5175,-0.76178441272879
235,175,315,4.525,-1.79924623841123
235,175,315,4.5325,-2.73337722744964
235,175,315,4.54,2.51769218961643
235,175,315,4.5475,1.55013708109528
235,175,315,4.555,0.720616995232918
235,175,315,4.5625,-0.347479407598399
235,175,315,4.57,-1.24457305672807
235,175,315,4.5775,-2.21357510191442
235,175,315,4.585,3.01062431006309
235,175,315,4.5925,1.78769099882819
235,175,315,4.6,0.750021990031212
235,175,315,4.6075,-0.226992934926023
235,175,315,4.615,-1.27994823463956
235,175,315,4.6225,-2.34663314750897
235,175,315,4.63,2.91485087936707
235,175,315,4.6375,1.91182676063463
235,175,315,4.645,0.853850324046711
235,175,315,4.6525,-0.22389949714617
235,175,315,4.66,-0.945905578443421
235,175,315,4.6675,-0.463900717678463
235,175,315,4.675,-0.923330638188116
235,175,315,4.6825,-1.92943906270343
235,175,315,4.69,2.81130688936471
235,175,315,4.6975,2.43939122729174
235,175,315,4.705,1.87289512974055
235,175,315,4.7125,1.17944878815957
235,175,315,4.72,0.383218368752871
235,175,315,4.7275,-0.694964175464485
235,175,315,4.735,-1.97647905866219
235,175,315,4.7425,-2.52785215584247
235,175,315,4.75,2.54042082994163
235,175,315,4.7575,1.99537195564269
235,175,315,4.765,0.757782128419139
235,175,315,4.7725,-0.29656114156714
235,175,315,4.78,-1.09893677718746
235,175,315,4.7875,-1.99144889750576
235,175,315,4.795,-2.95660899456717
235,175,315,4.8025,2.38261754180072
235,175,315,4.81,1.30444824696179
235,175,315,4.8175,0.222942456710809
235,175,315,4.825,-0.555264379722008
235,175,315,4.8325,-1.78599053403803
235,175,315,4.84,-2.84226337055492
235,175,315,4.8475,2.35491648375024
235,175,315,4.855,1.31198571331129
235,175,315,4.8625,0.263294628281737
235,175,315,4.87,-0.688857768788989
235,175,315,4.8775,-1.66057811060836
235,175,315,4.885,-2.68111494079081
235,175,315,4.8925,2.78148767265201
235,175,315,4.9,1.34423037182442
235,175,315,4.9075,0.596821109638273
235,175,315,4.915,-0.260524334895097
235,175,315,4.9225,-1.31853711438078
235,175,315,4.93,-2.29264962206437
235,175,315,4.9375,2.87621568080708
235,175,315,4.945,1.46397419308924
235,175,315,4.9525,-0.531746352108679
235,175,315,4.96,-2.12600502163828
235,175,315,4.9675,2.64658437453137
235,175,315,4.975,2.11570482083484
235,175,315,4.9825,0.777951986162705
235,175,315,4.99,-0.211973191480498
235,175,315,4.9975,-1.35876000359081
235,175,315,5.005,-2.43191866964766
235,175,315,5.0125,2.98225161789759
235,175,315,5.02,1.96326861006136
235,175,315,5.0275,0.911157773595626
235,175,315,5.035,-0.118015769732789
235,175,315,5.0425,-1.19895629669929
235,175,315,5.05,-2.08857662445211
235,175,315,5.0575,-3.11128166083058
235,175,315,5.065,1.98252737532777
235,175,315,5.0725,1.03706314236183
235,175,315,5.08,0.152531521666843
235,175,315,5.0875,-1.04683681761109
235,175,315,5.095,-1.9639404098739
235,175,315,5.1025,-2.9582232295738
235,175,315,5.11,2.21518160588678
235,175,315,5.1175,1.3506506000328
235,175,315,5.125,0.330544919133548
235,175,315,5.1325,-0.694885782271129
235,175,315,5.14,-1.7500026165043
235,175,315,5.1475,-2.80117064831468
235,175,315,5.155,2.52891538700646
235,175,315,5.1625,1.55677751924986
235,175,315,5.17,0.493225126001619
235,175,315,5.1775,-0.672250204766747
235,175,315,5.185,-1.90721002945651
235,175,315,5.1925,3.0143899171117
235,175,315,5.2,2.10587318468495
235,175,315,5.2075,0.58322905792426
235,175,315,5.215,-0.482185759140942
235,175,315,5.2225,-1.91435184190852
235,175,315,5.23,3.07882261969302
235,175,315,5.2375,2.07971719675612
235,175,315,5.245,0.719113180625387
235,175,315,5.2525,-0.361098230895337
235,175,315,5.26,-1.25328003392152
235,175,315,5.2675,-2.12459829648443
235,175,315,5.275,2.88833980122332
235,175,315,5.2825,1.79482799903541
235,175,315,5.29,0.723184968195065
235,175,315,5.2975,-0.394901188477064
235,175,315,5.305,-1.35567837213205
235,175,315,5.3125,-2.52073294091666
235,175,315,5.32,2.85530289804259
235,175,315,5.3275,1.96778337801436
235,175,315,5.335,1.116939460189
235,175,315,5.3425,0.128423380530276
235,175,315,5.35,-0.664973683638759
235,175,315,5.3575,-1.7625543668804
235,175,315,5.365,-2.7551701539265
235,175,315,5.3725,2.67285346339634
235,175,315,5.38,1.54341980350311
235,175,315,5.3875,0.656361445499072
235,175,315,5.395,-0.215866812318621
235,175,315,5.4025,-1.51225717597149
235,175,315,5.41,-2.51030374236532
235,175,315,5.4175,2.98824399239076
235,175,315,5.425,1.74765598714233
235,175,315,5.4325,0.24079320327299
235,175,315,5.44,0.233604050813548
235,175,315,5.4475,-1.44441227304048
235,175,315,5.455,3.06448459386858
235,175,315,5.4625,-0.115261757146308
235,175,315,5.47,-0.670000395425352
235,175,315,5.4775,-2.12636994908819
235,175,315,5.485,2.95139977084926
235,175,315,5.4925,2.05579504227458
235,175,315,5.5,0.604357401813392
235,175,315,5.5075,0.00527370850315015
235,175,315,5.515,-0.689150760693359
235,175,315,5.5225,-1.47472439737883
235,175,315,5.53,-2.48881942371265
235,175,315,5.5375,2.98735194548029
235,175,315,5.545,1.65983009558593
235,175,315,5.5525,0.760264865883805
235,175,315,5.56,-0.159386260589292
235,175,315,5.5675,-0.979073142697359
235,175,315,5.575,-2.30576144532799
235,175,315,5.5825,-3.03818081448177
235,175,315,5.59,2.06893613955745
235,175,315,5.5975,1.2869971339625
235,175,315,5.605,0.183901698950859
235,175,315,5.6125,-1.05248597302099
235,175,315,5.62,-2.00691828086528
235,175,315,5.6275,3.111145777868
235,175,315,5.635,2.11179051149595
235,175,315,5.6425,1.0474137152015
235,175,315,5.65,-0.231572966171974
235,175,315,5.6575,-1.35516115549105
235,175,315,5.665,-2.68058270643018
235,175,315,5.6725,2.25639467857179
235,175,315,5.68,0.994344255729175
235,175,315,5.6875,-0.630841284608097
235,175,315,5.695,-2.49542697426346
235,175,315,5.7025,-3.03125611903328
235,175,315,5.71,0.865530346835016
235,175,315,5.7175,0.379822282096349
235,175,315,5.725,-0.585447045692348
235,175,315,5.7325,-1.74532161706166
235,175,315,5.74,-2.9625692661894
235,175,315,5.7475,2.4611627275017
235,175,315,5.755,1.781094838118
235,175,315,5.7625,0.731586041252949
235,175,315,5.77,-0.297572685672409
235,175,315,5.7775,-1.39214824211234
235,175,315,5.785,-2.37790555895723
235,175,315,5.7925,2.86699084577831
235,175,315,5.8,1.95225183802641
235,175,315,5.8075,0.799991125070538
235,175,315,5.815,-0.102870021431202
235,175,315,5.8225,-1.31098101987137
235,175,315,5.83,-2.18419750765454
235,175,315,5.8375,-2.96257036746662
235,175,315,5.845,2.09652468069692
235,175,315,5.8525,1.21976325315062
235,175,315,5.86,0.156706908307619
235,175,315,5.8675,-0.793512095888354
235,175,315,5.875,-1.94787574344543
235,175,315,5.8825,-2.94182741556504
235,175,315,5.89,1.90514526190822
235,175,315,5.8975,0.884376956170066
235,175,315,5.905,-0.250223786341887
235,175,315,5.9125,-1.35311350518817
235,175,315,5.92,-3.01235916318212
235,175,315,5.9275,2.27395764774239
235,175,315,5.935,1.27757908149149
235,175,315,5.9425,-0.359009426818783
235,175,315,5.95,-2.05971808147407
235,175,315,5.9575,-2.49055495527832
235,175,315,5.965,2.12879570496446
235,175,315,5.9725,0.874967569966894
235,175,315,5.98,-0.244566439128317
235,175,315,5.9875,-1.15187113664059
235,175,315,5.995,-2.12160946045798
235,175,315,6.0025,-2.8804391873541
235,175,315,6.01,2.35129287340608
235,175,315,6.0175,1.33555269827419
235,175,315,6.025,0.474378197983219
235,175,315,6.0325,-0.48679380392774
235,175,315,6.04,-1.50374678038136
235,175,315,6.0475,-2.68114420080505
235,175,315,6.055,2.61469103358224
235,175,315,6.0625,1.67298326590525
235,175,315,6.07,0.706702826590366
235,175,315,6.0775,-0.374901885479036
235,175,315,6.085,-1.00068315341708
235,175,315,6.0925,-2.10306845129136
235,175,315,6.1,-2.975920406037
235,175,315,6.1075,2.18529880004146
235,175,315,6.115,1.28091752990162
235,175,315,6.1225,0.208179912197235
235,175,315,6.13,-0.789623599251882
235,175,315,6.1375,-2.28512861710492
235,175,315,6.145,-3.09081518531983
235,175,315,6.1525,2.17065243093821
235,175,315,6.16,0.186134561897011
235,175,315,6.1675,-0.335035114061182
235,175,315,6.175,2.65028360917075
235,175,315,6.1825,0.495307579488689
235,175,315,6.19,-0.0855552275697145
235,175,315,6.1975,-1.41437493261389
235,175,315,6.205,-2.84974048355414
235,175,315,6.2125,2.74828295466632
235,175,315,6.22,2.05080715953774
235,175,315,6.2275,0.60029415176445
235,175,315,6.235,-0.430888232753078
235,175,315,6.2425,-0.641509910566779
235,175,315,6.25,-1.5036293098044
235,175,315,6.2575,-1.97429055140565
235,175,315,6.265,-2.7579745557747
235,175,315,6.2725,2.15278673255406
235,175,315,6.28,1.63148674933818
235,175,315,6.2875,0.326445993589991
235,175,315,6.295,-0.27311098708521
235,175,315,6.3025,-1.13562614634372
235,175,315,6.31,-2.29904330479791
235,175,315,6.3175,3.08964479546439
235,175,315,6.325,1.98829091057837
235,175,315,6.3325,0.939148487255039
235,175,315,6.34,0.164186454263177
235,175,315,6.3475,-0.996465978130862
235,175,315,6.355,-2.00253885323252
235,175,315,6.3625,-2.98207583753483
235,175,315,6.37,2.08686199282814
235,175,315,6.3775,1.14670309970349
235,175,315,6.385,-0.116692791579706
235,175,315,6.3925,-0.74673794688762
235,175,315,6.4,-1.8636486163854
235,175,315,6.4075,-2.53940369644593
235,175,315,6.415,2.64129785293955
235,175,315,6.4225,1.77405631418092
235,175,315,6.43,0.460162635375559
235,175,315,6.4375,0.127383992137378
235,175,315,6.445,-1.03996692781038
235,175,315,6.4525,-1.75424144777401
235,175,315,6.46,3.07009532133909
235,175,315,6.4675,-2.98173336254952
235,175,315,6.475,1.68347776687772
235,175,315,6.4825,1.34884014955311
235,175,315,6.49,1.01721923885417
235,175,315,6.4975,-0.421543797877457
235,175,315,6.505,-1.83965365879479
235,175,315,6.5125,-0.820602471304717
235,175,315,6.52,-2.08862501740168
235,175,315,6.5275,-2.81107709565519
235,175,315,6.535,1.90939413432736
235,175,315,6.5425,1.12193492263536
235,175,315,6.55,0.242844322095528
235,175,315,6.5575,-0.680549229196326
235,175,315,6.565,-1.69864787214847
235,175,315,6.5725,-2.63375107304627
235,175,315,6.58,2.45344996953273
235,175,315,6.5875,1.44699586338003
235,175,315,6.595,0.480656267782385
235,175,315,6.6025,-0.698695686514398
235,175,315,6.61,-1.73027384520147
235,175,315,6.6175,-2.67762111341786
235,175,315,6.625,2.61363130533792
235,175,315,6.6325,1.55313970819432
235,175,315,6.64,0.547258763183543
235,175,315,6.6475,-0.260688217181541
235,175,315,6.655,-1.73152912741081
235,175,315,6.6625,-1.78691633495594
235,175,315,6.67,-2.85871901920311
235,175,315,6.6775,-3.12126753362025
235,175,315,6.685,2.06505457671491
235,175,315,6.6925,2.03788840867577
235,175,315,6.7,0.478983679554331
235,175,315,6.7075,-0.398310307178874
235,175,315,6.715,-1.49492687906825
235,175,315,6.7225,-2.02195512187364
235,175,315,6.73,-3.0154147481879
235,175,315,6.7375,2.61629931938177
235,175,315,6.745,1.57139155455203
235,175,315,6.7525,0.634129544931075
235,175,315,6.76,-0.48893114817504
235,175,315,6.7675,-1.31931651174511
235,175,315,6.775,-1.99038486837152
235,175,315,6.7825,-3.1361421485256
235,175,315,6.79,2.31029655032445
235,175,315,6.7975,1.1140391612262
235,175,315,6.805,0.181979651555283
235,175,315,6.8125,-0.533918398434079
235,175,315,6.82,-1.55755302998618
235,175,315,6.8275,-2.44722753680252
235,175,315,6.835,2.84678181021366
235,175,315,6.8425,1.88752774798053
235,175,315,6.85,0.829638718736497
235,175,315,6.8575,-0.175663897244938
235,175,315,6.865,-0.836657652719646
235,175,315,6.8725,-1.77779265947186
235,175,315,6.88,-2.9389871522719
235,175,315,6.8875,2.45337775048663
235,175,315,6.895,1.63005236380603
235,175,315,6.9025,0.771063963603448
235,175,315,6.91,-0.0449006899625293
235,175,315,6.9175,-1.16351084859864
235,175,315,6.925,-1.70333528272975
235,175,315,6.9325,-2.74439888617805
235,175,315,6.94,2.41130650703365
235,175,315,6.9475,1.69762225473891
235,175,315,6.955,0.64863750792605
235,175,315,6.9625,-0.451213630116811
235,175,315,6.97,-1.42713051194065
235,175,315,6.9775,-2.17058052703388
235,175,315,6.985,-2.72006805404997
235,175,315,6.9925,3.0232519146596
235,175,315,7,2.02165948776925
235,175,315,7.0075,1.3174305288377
235,175,315,7.015,0.620763091435839
235,175,315,7.0225,-0.581208168628995
235,175,315,7.03,-1.55883710661756
235,175,315,7.0375,-2.35059682354138
235,175,315,7.045,2.96753531982077
235,175,315,7.0525,2.1670360791044
235,175,315,7.06,1.21465171014665
235,175,315,7.0675,0.125210127830438
235,175,315,7.075,-0.640569812164937
235,175,315,7.0825,-1.5736291178994
235,175,315,7.09,-2.58108973969081
235,175,315,7.0975,2.67192596301199
235,175,315,7.105,1.75187137449327
235,175,315,7.1125,0.620244278090084
235,175,315,7.12,-0.403761512671296
235,175,315,7.1275,-1.31795586530712
235,175,315,7.135,-2.39471728441786
235,175,315,7.1425,2.99951319531764
235,175,315,7.15,1.98232608298624
235,175,315,7.1575,0.990439976059852
235,175,315,7.165,0.188662801397429
235,175,315,7.1725,-1.09973973734983
235,175,315,7.18,-1.67115752896695
235,175,315,7.1875,-2.42892514641884
235,175,315,7.195,2.69253093963811
235,175,315,7.2025,1.86406812440704
235,175,315,7.21,1.12814582599184
235,175,315,7.2175,0.629490215388023
235,175,315,7.225,-0.230352717632433
235,175,315,7.2325,-1.39424639147381
235,175,315,7.24,-2.12645803415242
235,175,315,7.2475,-2.792206250459
235,175,315,7.255,2.45002888385116
235,175,315,7.2625,1.61867870740591
235,175,315,7.27,0.668598571548863
235,175,315,7.2775,-0.21182710082473
235,175,315,7.285,-1.17326435731855
235,175,315,7.2925,-1.91815310728009
235,175,315,7.3,-2.94163666698062
235,175,315,7.3075,2.37510249697293
235,175,315,7.315,1.4459108501347
235,175,315,7.3225,0.506975844611051
235,175,315,7.33,-0.531971432316877
235,175,315,7.3375,-1.49652736395556
235,175,315,7.345,-2.32332285269152
235,175,315,7.3525,2.81913639079251
235,175,315,7.36,1.96578747361476
235,175,315,7.3675,1.09784683684988
235,175,315,7.375,0.194304654512302
235,175,315,7.3825,-0.760120290388473
235,175,315,7.39,-1.63363862541663
235,175,315,7.3975,-2.59032025941563
235,175,315,7.405,2.88972505252859
235,175,315,7.4125,1.61138456145844
235,175,315,7.42,0.920832487220811
235,175,315,7.4275,0.16337068961369
235,175,315,7.435,-0.801468934091241
235,175,315,7.4425,-1.30767464646615
235,175,315,7.45,-2.30151199984564
235,175,315,7.4575,3.08342453437678
235,175,315,7.465,1.84186948638092
235,175,315,7.4725,0.855615538246122
235,175,315,7.48,-0.0142510069442023
235,175,315,7.4875,-0.980627355975967
235,175,315,7.495,-2.01958697661682
235,175,315,7.5025,-2.91780556434127
235,175,315,7.51,2.24190118266552
235,175,315,7.5175,1.39766010794582
235,175,315,7.525,0.707171781498767
235,175,315,7.5325,-0.176052200498212
235,175,315,7.54,-0.87362763771181
235,175,315,7.5475,-1.99174116306092
235,175,315,7.555,-2.47288289180499
235,175,315,7.5625,2.72373102457191
235,175,315,7.57,2.09797193519816
235,175,315,7.5775,1.13555508064259
235,175,315,7.585,0.285517788926433
235,175,315,7.5925,-0.869947513464096
235,175,315,7.6,-1.70832338378975
235,175,315,7.6075,-2.48500513754824
235,175,315,7.615,3.01700698640655
235,175,315,7.6225,1.92482771937717
235,175,315,7.63,1.06052890855677
235,175,315,7.6375,0.224637035997144
235,175,315,7.645,-0.952096329447739
235,175,315,7.6525,-1.99925746388852
235,175,315,7.66,-2.77655874022876
235,175,315,7.6675,2.33326330813413
235,175,315,7.675,1.41710318703444
235,175,315,7.6825,0.422277024868842
235,175,315,7.69,-0.564847651893938
235,175,315,7.6975,-1.70093686962703
235,175,315,7.705,-2.52032642159531
235,175,315,7.7125,2.75582243725974
235,175,315,7.72,1.97962955376673
235,175,315,7.7275,0.883654192825831
235,175,315,7.735,0.112050227463449
235,175,315,7.7425,-0.582034505208302
235,175,315,7.75,-1.58196176557823
235,175,315,7.7575,-2.05563003175857
235,175,315,7.765,-3.04469157717654
235,175,315,7.7725,2.39579032709818
235,175,315,7.78,1.96606758397672
235,175,315,7.7875,1.40956684944971
235,175,315,7.795,0.546514152690971
235,175,315,7.8025,-0.356402797482947
235,175,315,7.81,-1.37620928757393
235,175,315,7.8175,-2.49173721616407
235,175,315,7.825,2.84509910606841
235,175,315,7.8325,1.87943498690662
235,175,315,7.84,0.905248128232868
235,175,315,7.8475,-0.257985100710399
235,175,315,7.855,-1.20709285580407
235,175,315,7.8625,-2.06277485782199
235,175,315,7.87,-3.12418696986779
235,175,315,7.8775,2.14729240502298
235,175,315,7.885,1.24616398086384
235,175,315,7.8925,0.395013974385241
235,175,315,7.9,-0.820416380626774
235,175,315,7.9075,-1.74191604910038
235,175,315,7.915,-2.60603781639825
235,175,315,7.9225,2.75045982093299
235,175,315,7.93,1.74918793364725
235,175,315,7.9375,0.64423779029395
235,175,315,7.945,-0.0483176726241496
235,175,315,7.9525,-0.596929778258606
235,175,315,7.96,-1.53616489935284
235,175,315,7.9675,-2.18436817623865
235,175,315,7.975,-2.75123950191215
235,175,315,7.9825,2.37488172704652
235,175,315,7.99,1.437306201263
235,175,315,7.9975,0.174165845557499
235,175,315,8.005,-0.719173176008799
235,175,315,8.0125,-1.66028773846849
235,175,315,8.02,-2.84648258079397
