Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"mag(S(RX_ant1_1,TX_antenna)) []"
235,175,315,4,0.00784103862172316
235,175,315,4.0075,0.00822112858601825
235,175,315,4.015,0.00788762477201885
235,175,315,4.0225,0.00805198572268367
235,175,315,4.03,0.00767697931657304
235,175,315,4.0375,0.00778772101460521
235,175,315,4.045,0.00699030017390649
235,175,315,4.0525,0.00624993073713574
235,175,315,4.06,0.00564145415044057
235,175,315,4.0675,0.00594213388198961
235,175,315,4.075,0.00572301158710395
235,175,315,4.0825,0.00663634620762933
235,175,315,4.09,0.00629324206157895
235,175,315,4.0975,0.00570854242774681
235,175,315,4.105,0.00603615012985412
235,175,315,4.1125,0.00502573767646538
235,175,315,4.12,0.00508366868516037
235,175,315,4.1275,0.00473699522174635
235,175,315,4.135,0.0037635173317965
235,175,315,4.1425,0.00316982778340833
235,175,315,4.15,0.00369411885007547
235,175,315,4.1575,0.00250023885511944
235,175,315,4.165,0.00205582999812231
235,175,315,4.1725,0.00197285907344362
235,175,315,4.18,0.00233951480932143
235,175,315,4.1875,0.00228422020089726
235,175,315,4.195,0.00233417301293366
235,175,315,4.2025,0.002682233356954
235,175,315,4.21,0.00160646108596059
235,175,315,4.2175,0.00110801093934553
235,175,315,4.225,0.00171802091776243
235,175,315,4.2325,0.00169943278576129
235,175,315,4.24,0.00285386959851024
235,175,315,4.2475,0.00266691973714875
235,175,315,4.255,0.00289273319682035
235,175,315,4.2625,0.00371653315574828
235,175,315,4.27,0.00383106889045705
235,175,315,4.2775,0.00394197127283587
235,175,315,4.285,0.00454656591202175
235,175,315,4.2925,0.00411695701657602
235,175,315,4.3,0.00443376481690472
235,175,315,4.3075,0.00428513283448076
235,175,315,4.315,0.00493709067981271
235,175,315,4.3225,0.00558427487858982
235,175,315,4.33,0.00599155322642555
235,175,315,4.3375,0.00570790546312769
235,175,315,4.345,0.00626609678094231
235,175,315,4.3525,0.00634768335633375
235,175,315,4.36,0.00618082196199594
235,175,315,4.3675,0.00612242393484731
235,175,315,4.375,0.00516518215769225
235,175,315,4.3825,0.00469068877752728
235,175,315,4.39,0.00388196978638575
235,175,315,4.3975,0.00376687561751702
235,175,315,4.405,0.00343090497388675
235,175,315,4.4125,0.00216028145692343
235,175,315,4.42,0.00176232193709961
235,175,315,4.4275,0.00156270960584059
235,175,315,4.435,0.00142279798213686
235,175,315,4.4425,0.000756222694057065
235,175,315,4.45,0.000875240307619352
235,175,315,4.4575,0.000269550696191386
235,175,315,4.465,0.00082921662206997
235,175,315,4.4725,0.000910357640717813
235,175,315,4.48,0.00158731082559975
235,175,315,4.4875,0.00248104132369376
235,175,315,4.495,0.00181292163980225
235,175,315,4.5025,0.00254763313727432
235,175,315,4.51,0.00330808989247515
235,175,315,4.5175,0.00309232288159187
235,175,315,4.525,0.00390165610429046
235,175,315,4.5325,0.00320820142359073
235,175,315,4.54,0.00337433585168992
235,175,315,4.5475,0.00400539888554801
235,175,315,4.555,0.00333531815627162
235,175,315,4.5625,0.00385853552423862
235,175,315,4.57,0.00377922379965264
235,175,315,4.5775,0.00430640777446639
235,175,315,4.585,0.00441550353807999
235,175,315,4.5925,0.00532629062861917
235,175,315,4.6,0.00354614718928846
235,175,315,4.6075,0.00365081043556562
235,175,315,4.615,0.00346887785026719
235,175,315,4.6225,0.00277899543817437
235,175,315,4.63,0.00242594822822245
235,175,315,4.6375,0.00184449646443151
235,175,315,4.645,0.00150389554733165
235,175,315,4.6525,0.000778232526416103
235,175,315,4.66,0.000266351067820352
235,175,315,4.6675,0.000769069450275773
235,175,315,4.675,0.00055823472003538
235,175,315,4.6825,0.00107226421874011
235,175,315,4.69,0.00102262792177096
235,175,315,4.6975,0.000796202087041874
235,175,315,4.705,0.000815311166534855
235,175,315,4.7125,0.00105360949082417
235,175,315,4.72,0.00120398860984503
235,175,315,4.7275,0.00167262984638112
235,175,315,4.735,0.00211663295509788
235,175,315,4.7425,0.00249370692215439
235,175,315,4.75,0.0019602045369148
235,175,315,4.7575,0.00280690603804797
235,175,315,4.765,0.00254256698272873
235,175,315,4.7725,0.00222169924355595
235,175,315,4.78,0.00222814370113379
235,175,315,4.7875,0.00267006392853524
235,175,315,4.795,0.00310103446764825
235,175,315,4.8025,0.0031390118782749
235,175,315,4.81,0.00374346759091124
235,175,315,4.8175,0.00379078935725343
235,175,315,4.825,0.00371030372071558
235,175,315,4.8325,0.00388193891123609
235,175,315,4.84,0.00351329651715464
235,175,315,4.8475,0.00418920802971101
235,175,315,4.855,0.00351944806574962
235,175,315,4.8625,0.00330958289649548
235,175,315,4.87,0.00328053717948115
235,175,315,4.8775,0.00257902746202749
235,175,315,4.885,0.00240230041152333
235,175,315,4.8925,0.0019986702560426
235,175,315,4.9,0.00140624145271796
235,175,315,4.9075,0.000975622410241217
235,175,315,4.915,0.000811053262952708
235,175,315,4.9225,0.000810790274488174
235,175,315,4.93,0.00133172996069666
235,175,315,4.9375,0.00104026866213631
235,175,315,4.945,0.000780633147544886
235,175,315,4.9525,0.000890438870109294
235,175,315,4.96,0.00107964487113133
235,175,315,4.9675,0.00105650311302309
235,175,315,4.975,0.00150996456640171
235,175,315,4.9825,0.00121139561927279
235,175,315,4.99,0.00156784713500248
235,175,315,4.9975,0.00201385914551634
235,175,315,5.005,0.00197438623232256
235,175,315,5.0125,0.00244686790682732
235,175,315,5.02,0.00271845883233896
235,175,315,5.0275,0.00288189425578847
235,175,315,5.035,0.00284370929350853
235,175,315,5.0425,0.00289730428952307
235,175,315,5.05,0.00276371238492658
235,175,315,5.0575,0.00336014412703138
235,175,315,5.065,0.00319582846212111
235,175,315,5.0725,0.00339779418506268
235,175,315,5.08,0.00373883959752289
235,175,315,5.0875,0.00317446103288928
235,175,315,5.095,0.00336255503945778
235,175,315,5.1025,0.00331040757529409
235,175,315,5.11,0.00328301690617319
235,175,315,5.1175,0.00294964511900904
235,175,315,5.125,0.00278193670595473
235,175,315,5.1325,0.0023421380938399
235,175,315,5.14,0.00227742110703773
235,175,315,5.1475,0.00145929062479635
235,175,315,5.155,0.0021615186253274
235,175,315,5.1625,0.00252824305314444
235,175,315,5.17,0.00200649243824678
235,175,315,5.1775,0.00205938179962222
235,175,315,5.185,0.00156993231093281
235,175,315,5.1925,0.00160391725871363
235,175,315,5.2,0.00192847421653424
235,175,315,5.2075,0.00163734580590871
235,175,315,5.215,0.00186474405703121
235,175,315,5.2225,0.00182179963381047
235,175,315,5.23,0.00147581046116479
235,175,315,5.2375,0.00259107606067163
235,175,315,5.245,0.00179561874911436
235,175,315,5.2525,0.00214013647841073
235,175,315,5.26,0.00262167155256512
235,175,315,5.2675,0.00235068436182114
235,175,315,5.275,0.00305818040010753
235,175,315,5.2825,0.00251558712688793
235,175,315,5.29,0.00257721670290909
235,175,315,5.2975,0.00280765125077601
235,175,315,5.305,0.0029231998281765
235,175,315,5.3125,0.00282046560154327
235,175,315,5.32,0.00215357144710851
235,175,315,5.3275,0.00237169436472998
235,175,315,5.335,0.00228562883385228
235,175,315,5.3425,0.00173915071586104
235,175,315,5.35,0.00174920200835854
235,175,315,5.3575,0.00194159235713369
235,175,315,5.365,0.00185504339766753
235,175,315,5.3725,0.00219748574833431
235,175,315,5.38,0.00235871111572015
235,175,315,5.3875,0.00167115439045565
235,175,315,5.395,0.00181268744191141
235,175,315,5.4025,0.00209750103757107
235,175,315,5.41,0.00139296906808358
235,175,315,5.4175,0.00156845115047601
235,175,315,5.425,0.00132286739899558
235,175,315,5.4325,0.000964065835475169
235,175,315,5.44,0.000377953061536753
235,175,315,5.4475,0.000360080566690416
235,175,315,5.455,0.000514226186720322
235,175,315,5.4625,0.000383867789709723
235,175,315,5.47,0.000266206048166906
235,175,315,5.4775,0.000841736327596237
235,175,315,5.485,0.00100103019987785
235,175,315,5.4925,0.000965027934966945
235,175,315,5.5,0.000911616161947203
235,175,315,5.5075,0.000733496658262945
235,175,315,5.515,0.00108781764439906
235,175,315,5.5225,0.000897131355295256
235,175,315,5.53,0.00139130431489386
235,175,315,5.5375,0.00188726847004048
235,175,315,5.545,0.00156149772717027
235,175,315,5.5525,0.00159308052622652
235,175,315,5.56,0.00195737178156156
235,175,315,5.5675,0.0022762168622195
235,175,315,5.575,0.00248076916806044
235,175,315,5.5825,0.00217993300110924
235,175,315,5.59,0.00274405980283293
235,175,315,5.5975,0.00276116118118449
235,175,315,5.605,0.00297458009307371
235,175,315,5.6125,0.00277955080328916
235,175,315,5.62,0.00371708437487066
235,175,315,5.6275,0.00313411807112066
235,175,315,5.635,0.00344770467737411
235,175,315,5.6425,0.0030315139770882
235,175,315,5.65,0.00288604966144599
235,175,315,5.6575,0.001885694237488
235,175,315,5.665,0.00193625592698548
235,175,315,5.6725,0.00110201375371439
235,175,315,5.68,0.00129287856873896
235,175,315,5.6875,0.000555897507468634
235,175,315,5.695,0.000618181726852568
235,175,315,5.7025,0.000371086941346235
235,175,315,5.71,0.000817014439276511
235,175,315,5.7175,0.00109389217556873
235,175,315,5.725,0.00165302604840673
235,175,315,5.7325,0.001802220604191
235,175,315,5.74,0.00180919747774451
235,175,315,5.7475,0.00160822980047158
235,175,315,5.755,0.00166851849513252
235,175,315,5.7625,0.00207743617701676
235,175,315,5.77,0.00264760583378683
235,175,315,5.7775,0.00239653976366922
235,175,315,5.785,0.00219949227502006
235,175,315,5.7925,0.00268505392227988
235,175,315,5.8,0.00221606605311802
235,175,315,5.8075,0.00263268440601451
235,175,315,5.815,0.00259352285702735
235,175,315,5.8225,0.00262283921459627
235,175,315,5.83,0.0028025180033014
235,175,315,5.8375,0.00253440758286541
235,175,315,5.845,0.00290817792056924
235,175,315,5.8525,0.00256673536087681
235,175,315,5.86,0.0021461966636544
235,175,315,5.8675,0.00271692363005476
235,175,315,5.875,0.00251527572386892
235,175,315,5.8825,0.00244387028968922
235,175,315,5.89,0.0027736449760103
235,175,315,5.8975,0.00180585954363594
235,175,315,5.905,0.00111505003452563
235,175,315,5.9125,0.0016285415434162
235,175,315,5.92,0.00085770531656767
235,175,315,5.9275,0.000949460065117007
235,175,315,5.935,0.00124243357877892
235,175,315,5.9425,0.000817044602610046
235,175,315,5.95,0.000529355136647319
235,175,315,5.9575,0.00131543094401212
235,175,315,5.965,0.00139364076508315
235,175,315,5.9725,0.00094528673973541
235,175,315,5.98,0.000994827865378594
235,175,315,5.9875,0.00190799149729117
235,175,315,5.995,0.00174899145562077
235,175,315,6.0025,0.00181526818652709
235,175,315,6.01,0.00212062090989516
235,175,315,6.0175,0.00182420747436807
235,175,315,6.025,0.00242080064018365
235,175,315,6.0325,0.00236301990430536
235,175,315,6.04,0.002286118719338
235,175,315,6.0475,0.00241311303861397
235,175,315,6.055,0.00224058796046177
235,175,315,6.0625,0.00207986938624385
235,175,315,6.07,0.00235366119201766
235,175,315,6.0775,0.00206817941841169
235,175,315,6.085,0.00235863333682534
235,175,315,6.0925,0.00221332471015094
235,175,315,6.1,0.00254717759232789
235,175,315,6.1075,0.00217346060222191
235,175,315,6.115,0.00203350032447825
235,175,315,6.1225,0.00192141999242998
235,175,315,6.13,0.00227487829757273
235,175,315,6.1375,0.00168286119405282
235,175,315,6.145,0.00145380090833973
235,175,315,6.1525,0.00145767529895108
235,175,315,6.16,0.00101908266245512
235,175,315,6.1675,0.000637239110497874
235,175,315,6.175,0.000669512241371287
235,175,315,6.1825,0.000598292704106969
