Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"ang_rad(S(RX_ant1_1,TX_antenna)) [rad]"
235,175,315,4,-1.42504053432013
235,175,315,4.0075,-2.41480362400593
235,175,315,4.015,2.84875901233902
235,175,315,4.0225,1.92127443674408
235,175,315,4.03,0.954605707397628
235,175,315,4.0375,0.0739065072662107
235,175,315,4.045,-0.841452175687251
235,175,315,4.0525,-1.85169770584976
235,175,315,4.06,-2.72470524263152
235,175,315,4.0675,2.67459265754989
235,175,315,4.075,1.87308596236966
235,175,315,4.0825,0.915009378405166
235,175,315,4.09,-0.0465647976190617
235,175,315,4.0975,-0.97869276260193
235,175,315,4.105,-2.09690839872938
235,175,315,4.1125,-2.98825380430224
235,175,315,4.12,2.51861159520376
235,175,315,4.1275,1.42750032514241
235,175,315,4.135,0.570342717491206
235,175,315,4.1425,-0.221244492425871
235,175,315,4.15,-1.14046003205212
235,175,315,4.1575,-2.03918288590121
235,175,315,4.165,-3.02421907055323
235,175,315,4.1725,2.53072116969733
235,175,315,4.18,1.69078525785913
235,175,315,4.1875,0.828578631828885
235,175,315,4.195,-0.130476864128576
235,175,315,4.2025,-0.916227695715062
235,175,315,4.21,-2.18513935666093
235,175,315,4.2175,-2.76323441926458
235,175,315,4.225,2.46743760865993
235,175,315,4.2325,1.74340275102764
235,175,315,4.24,1.06491820472495
235,175,315,4.2475,0.121061089285418
235,175,315,4.255,-0.847133059719107
235,175,315,4.2625,-1.45579011954275
235,175,315,4.27,-2.46790972462659
235,175,315,4.2775,2.89286288835393
235,175,315,4.285,1.98199153214149
235,175,315,4.2925,1.06625882995408
235,175,315,4.3,0.141355474531523
235,175,315,4.3075,-0.729163631607369
235,175,315,4.315,-1.62214170161397
235,175,315,4.3225,-2.54290807147284
235,175,315,4.33,2.608770497518
235,175,315,4.3375,1.67534813590553
235,175,315,4.345,0.605887247052045
235,175,315,4.3525,-0.332341750910318
235,175,315,4.36,-1.44119994355798
235,175,315,4.3675,-2.48054910329765
235,175,315,4.375,2.74586744470762
235,175,315,4.3825,1.86755998373322
235,175,315,4.39,0.946017477661753
235,175,315,4.3975,-0.0372181336117385
235,175,315,4.405,-0.819329418178097
235,175,315,4.4125,-2.016339897712
235,175,315,4.42,-2.81359753128366
235,175,315,4.4275,2.91810486597483
235,175,315,4.435,1.63393674569144
235,175,315,4.4425,1.38861682413329
235,175,315,4.45,0.432336475672607
235,175,315,4.4575,-0.17371229347798
235,175,315,4.465,-1.0092586355289
235,175,315,4.4725,-2.15729390001376
235,175,315,4.48,-2.91506545662773
235,175,315,4.4875,2.48688897210935
235,175,315,4.495,1.84431120699959
235,175,315,4.5025,0.811667540619011
235,175,315,4.51,0.0822880561788215
235,175,315,4.5175,-1.06342807724094
235,175,315,4.525,-2.01192963252563
235,175,315,4.5325,-2.87587706112277
235,175,315,4.54,2.30395831936758
235,175,315,4.5475,1.4533596703859
235,175,315,4.555,0.522237677547688
235,175,315,4.5625,-0.495626984326965
235,175,315,4.57,-1.43947800847255
235,175,315,4.5775,-2.41267566739339
235,175,315,4.585,2.89312542269888
235,175,315,4.5925,1.93543384368448
235,175,315,4.6,1.0444090663737
235,175,315,4.6075,-0.13806756236935
235,175,315,4.615,-1.08399893550586
235,175,315,4.6225,-1.71602436887161
235,175,315,4.63,-2.54892750472592
235,175,315,4.6375,2.60512993542176
235,175,315,4.645,1.9258690099091
235,175,315,4.6525,1.34783643957791
235,175,315,4.66,1.35539077701182
235,175,315,4.6675,-0.299198607760847
235,175,315,4.675,-0.882476516894142
235,175,315,4.6825,-1.89685554374813
235,175,315,4.69,-2.83093727150976
235,175,315,4.6975,2.36581210962392
235,175,315,4.705,1.54612089794539
235,175,315,4.7125,0.490314060786947
235,175,315,4.72,-0.124364903341
235,175,315,4.7275,-1.31625671191015
235,175,315,4.735,-2.41478567689536
235,175,315,4.7425,-3.05223848481315
235,175,315,4.75,2.45369681365441
235,175,315,4.7575,1.49170169900364
235,175,315,4.765,0.588285857197104
235,175,315,4.7725,-0.462512040311976
235,175,315,4.78,-1.4044245364827
235,175,315,4.7875,-2.15095778938474
235,175,315,4.795,3.02138189569535
235,175,315,4.8025,2.10590181995204
235,175,315,4.81,1.36025369865392
235,175,315,4.8175,0.427427240160653
235,175,315,4.825,-0.694114663636289
235,175,315,4.8325,-1.72978361186606
235,175,315,4.84,-2.67603358682236
235,175,315,4.8475,2.60614542325214
235,175,315,4.855,1.48764354654849
235,175,315,4.8625,0.522286036952918
235,175,315,4.87,-0.528699828994221
235,175,315,4.8775,-1.43827277467279
235,175,315,4.885,-2.35367379934851
235,175,315,4.8925,2.96396010776907
235,175,315,4.9,2.27997995416367
235,175,315,4.9075,1.26129946381565
235,175,315,4.915,0.725298917695465
235,175,315,4.9225,-0.267759328922074
235,175,315,4.93,-1.25993257810109
235,175,315,4.9375,-2.35994082648044
235,175,315,4.945,0.658952121192891
235,175,315,4.9525,-2.25572117458286
235,175,315,4.96,-3.03544908075665
235,175,315,4.9675,2.28541193961963
235,175,315,4.975,1.42299306220035
235,175,315,4.9825,0.579856648166063
235,175,315,4.99,-0.532935837679092
235,175,315,4.9975,-1.48768127073554
235,175,315,5.005,-2.48741091396993
235,175,315,5.0125,2.90238915636348
235,175,315,5.02,1.70551553671416
235,175,315,5.0275,0.820093863431599
235,175,315,5.035,-0.453676489243213
