Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"mag(S(RX_ant1_1,TX_antenna)) []"
235,175,315,4,0.00813673794182473
235,175,315,4.0075,0.0087012877488255
235,175,315,4.015,0.00821304937518861
235,175,315,4.0225,0.00843096288556971
235,175,315,4.03,0.00765481486558702
235,175,315,4.0375,0.00721021158370608
235,175,315,4.045,0.00717376708579663
235,175,315,4.0525,0.00598666103926349
235,175,315,4.06,0.00576128912019061
235,175,315,4.0675,0.00630481376718571
235,175,315,4.075,0.00627588651083651
235,175,315,4.0825,0.00661139257731006
235,175,315,4.09,0.0059424034381167
235,175,315,4.0975,0.00598200614177692
235,175,315,4.105,0.00588663832330262
235,175,315,4.1125,0.00514577098108627
235,175,315,4.12,0.00531358796536858
235,175,315,4.1275,0.00467010887534763
235,175,315,4.135,0.00398325194524328
235,175,315,4.1425,0.00335924057429835
235,175,315,4.15,0.00303770243983233
235,175,315,4.1575,0.00281781808379334
235,175,315,4.165,0.00248651178397943
235,175,315,4.1725,0.00225284209982219
235,175,315,4.18,0.00210783958417615
235,175,315,4.1875,0.0026242914872269
235,175,315,4.195,0.00249839377394925
235,175,315,4.2025,0.00276225269522733
235,175,315,4.21,0.00164538232445055
235,175,315,4.2175,0.00150292033243731
235,175,315,4.225,0.0022547849874051
235,175,315,4.2325,0.00206050591741456
235,175,315,4.24,0.00231656819619495
235,175,315,4.2475,0.00320058923435909
235,175,315,4.255,0.00314253254269491
235,175,315,4.2625,0.00368640581167253
235,175,315,4.27,0.00375138781362822
235,175,315,4.2775,0.00427398954513588
235,175,315,4.285,0.00415508772228512
235,175,315,4.2925,0.00449027826331181
235,175,315,4.3,0.00459897040926122
235,175,315,4.3075,0.00521969056114749
235,175,315,4.315,0.00554075235992257
235,175,315,4.3225,0.00584966970848812
235,175,315,4.33,0.00601845893732121
235,175,315,4.3375,0.00629879412594015
235,175,315,4.345,0.00663151327130538
235,175,315,4.3525,0.00645276964181372
235,175,315,4.36,0.00635880821372839
235,175,315,4.3675,0.00584278898175173
235,175,315,4.375,0.00547719762929768
235,175,315,4.3825,0.0048433088140107
235,175,315,4.39,0.00380680630660136
235,175,315,4.3975,0.00309845788536172
235,175,315,4.405,0.00367351005762816
235,175,315,4.4125,0.00295356479709255
235,175,315,4.42,0.00233945448733139
235,175,315,4.4275,0.00151283354525666
235,175,315,4.435,0.0013548811323351
235,175,315,4.4425,0.000638477194068829
235,175,315,4.45,0.000604873992605626
235,175,315,4.4575,0.000581947966899539
235,175,315,4.465,0.000747861071993105
235,175,315,4.4725,0.00106534767767574
235,175,315,4.48,0.00153413435079014
235,175,315,4.4875,0.00209551456956263
235,175,315,4.495,0.00214830922355231
235,175,315,4.5025,0.00272569286294533
235,175,315,4.51,0.00304850857150601
235,175,315,4.5175,0.00324864314497988
235,175,315,4.525,0.00333043286586785
235,175,315,4.5325,0.00335424229317048
235,175,315,4.54,0.00369534271550592
235,175,315,4.5475,0.00323263042850794
235,175,315,4.555,0.00338407128118767
235,175,315,4.5625,0.0040729134309511
235,175,315,4.57,0.00495532749305464
235,175,315,4.5775,0.00446046941780023
235,175,315,4.585,0.00436970380290184
235,175,315,4.5925,0.00464354398786867
235,175,315,4.6,0.00433198796797843
235,175,315,4.6075,0.00397181252234557
235,175,315,4.615,0.00315990913812642
235,175,315,4.6225,0.00257570871440901
235,175,315,4.63,0.0030975691471577
235,175,315,4.6375,0.00199880693776929
