"RX_Ypos [cm]","Freq [GHz]","ang_rad(S(RX_ant1_1,TX_antenna)) [rad]"
315,10.285,-0.273662953599914
315,10.2925,-1.24703938491169
315,10.3,-2.15488381308284
315,10.3075,3.11101998048023
315,10.315,2.19942662442945
315,10.3225,1.2949392636676
315,10.33,0.302810455017877
315,10.3375,-0.609103593403134
315,10.345,-1.54447905718271
315,10.3525,-2.45641317626606
315,10.36,2.89528628404543
315,10.3675,1.94321719604787
315,10.375,0.989385807126622
315,10.3825,0.0576524827133036
315,10.39,-0.981129876113843
315,10.3975,-1.91240849626492
315,10.405,-2.63119127230386
315,10.4125,2.64493302652286
315,10.42,2.00716791827458
315,10.4275,1.19218237774238
315,10.435,0.174965101570347
315,10.4425,-0.720974220091886
315,10.45,-1.66279381261081
315,10.4575,-2.47258254566579
315,10.465,2.94494347685472
315,10.4725,2.99231906030176
315,10.48,2.18110696456501
315,10.4875,1.27133670136311
315,10.495,0.432162329027675
315,10.5025,-0.589633686668693
315,10.51,-1.6556624087121
315,10.5175,-2.53946579769966
315,10.525,2.73540794334398
315,10.5325,1.67300658031834
315,10.54,0.806097275250519
315,10.5475,-0.185682667023478
315,10.555,-1.11583440919999
315,10.5625,-2.00137963205573
315,10.57,-3.01938031064631
315,10.5775,2.29670384523289
315,10.585,1.30778569930828
315,10.5925,0.292492047346973
315,10.6,-0.672955135439735
315,10.6075,-1.64190392940881
315,10.615,-2.60325283961024
315,10.6225,2.66723056812132
315,10.63,1.68690041656368
315,10.6375,0.719681967913211
315,10.645,-0.358946516174822
315,10.6525,-1.30220870216899
315,10.66,-2.16617698555296
315,10.6675,3.05698584292314
315,10.675,2.30792910826354
315,10.6825,1.53644356626184
315,10.69,0.537010237721572
315,10.6975,-0.00704057725692637
315,10.705,-0.874271285411524
315,10.7125,-1.23398189134409
315,10.72,-1.4677667687425
315,10.7275,-2.32558762328674
315,10.735,3.10273053626163
315,10.7425,2.14511908161302
315,10.75,1.06902554750044
315,10.7575,0.0552668224823706
315,10.765,-0.991961574597351
315,10.7725,-2.07327637916844
315,10.78,-3.07435019540295
315,10.7875,2.15622672310972
315,10.795,1.15159538852481
315,10.8025,0.155572626104081
