Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"mag(S(RX_ant1_1,TX_antenna)) []"
235,175,315,4,0.0077406363261059
235,175,315,4.0075,0.00753771105003008
235,175,315,4.015,0.00755283202326541
235,175,315,4.0225,0.00793097128278783
235,175,315,4.03,0.00742429196137427
235,175,315,4.0375,0.00670271174607684
235,175,315,4.045,0.0070609859950137
235,175,315,4.0525,0.00566962484357475
235,175,315,4.06,0.00573177929088476
235,175,315,4.0675,0.00566443087840077
235,175,315,4.075,0.00578875877668645
235,175,315,4.0825,0.00641934475652799
235,175,315,4.09,0.00601151239664674
235,175,315,4.0975,0.00564242866691966
235,175,315,4.105,0.00589142866020022
235,175,315,4.1125,0.00539968922518622
235,175,315,4.12,0.00498076950621377
235,175,315,4.1275,0.00464986302145197
235,175,315,4.135,0.00372961163030367
235,175,315,4.1425,0.00309807523597934
235,175,315,4.15,0.00299876205018478
235,175,315,4.1575,0.00281174512678473
235,175,315,4.165,0.0025011315390754
235,175,315,4.1725,0.00209144121710401
235,175,315,4.18,0.00197472836178445
235,175,315,4.1875,0.00250006110239256
235,175,315,4.195,0.00232523196940952
235,175,315,4.2025,0.00240224691662687
235,175,315,4.21,0.00202441338868754
235,175,315,4.2175,0.000528261796719393
235,175,315,4.225,0.00185850930796143
235,175,315,4.2325,0.00159703081000632
235,175,315,4.24,0.0024869529696508
235,175,315,4.2475,0.00301654044036697
235,175,315,4.255,0.00301731671761642
235,175,315,4.2625,0.0034537996024917
235,175,315,4.27,0.00406408292618418
235,175,315,4.2775,0.00394888311211279
235,175,315,4.285,0.00387812963399521
235,175,315,4.2925,0.00362005256860848
235,175,315,4.3,0.00398043835155698
235,175,315,4.3075,0.00479582765419403
235,175,315,4.315,0.0051691180335498
235,175,315,4.3225,0.00631515521390503
235,175,315,4.33,0.00600580965457286
235,175,315,4.3375,0.00635365936112007
235,175,315,4.345,0.00659858331476947
235,175,315,4.3525,0.00629517766655373
235,175,315,4.36,0.00632546247677183
235,175,315,4.3675,0.00612212817445376
235,175,315,4.375,0.00444601121056761
235,175,315,4.3825,0.00458830639387671
235,175,315,4.39,0.00402540638502987
235,175,315,4.3975,0.0039966049524441
235,175,315,4.405,0.00277385490652867
235,175,315,4.4125,0.00226573282973056
235,175,315,4.42,0.00254674781362014
235,175,315,4.4275,0.00126614373631995
235,175,315,4.435,0.000865069406383686
235,175,315,4.4425,0.00131392048014217
235,175,315,4.45,0.000503056556953453
235,175,315,4.4575,0.000239359765247331
235,175,315,4.465,0.000761611043042718
235,175,315,4.4725,0.000987913415090142
235,175,315,4.48,0.00153964823130282
235,175,315,4.4875,0.00203158685212626
235,175,315,4.495,0.00188387819046967
235,175,315,4.5025,0.00322416806635004
235,175,315,4.51,0.00296544610663695
235,175,315,4.5175,0.00305657971824082
235,175,315,4.525,0.00375476674396211
235,175,315,4.5325,0.0034297410860086
235,175,315,4.54,0.00317157561178867
235,175,315,4.5475,0.00374592700036874
235,175,315,4.555,0.00371857389818112
235,175,315,4.5625,0.00347004638560744
235,175,315,4.57,0.00432486454182181
235,175,315,4.5775,0.00426404416287952
235,175,315,4.585,0.00426365046472519
235,175,315,4.5925,0.00412592598992276
235,175,315,4.6,0.00396765989209322
235,175,315,4.6075,0.00374334182730637
235,175,315,4.615,0.00370605047398454
235,175,315,4.6225,0.00266158839538711
235,175,315,4.63,0.00249999212956126
235,175,315,4.6375,0.00178991895829586
235,175,315,4.645,0.00187008828996378
235,175,315,4.6525,0.00103932903425637
235,175,315,4.66,0.000271460658276224
235,175,315,4.6675,0.000640756881394926
235,175,315,4.675,0.000891467893849914
235,175,315,4.6825,0.00101119828973054
235,175,315,4.69,0.00120965346449141
235,175,315,4.6975,0.000438118407220718
235,175,315,4.705,0.00115508911348376
235,175,315,4.7125,0.00125902062640781
235,175,315,4.72,0.00153974952144086
235,175,315,4.7275,0.00157146778795349
235,175,315,4.735,0.00204724126955072
235,175,315,4.7425,0.00206818916947385
235,175,315,4.75,0.00234147854978632
235,175,315,4.7575,0.00200485080980982
235,175,315,4.765,0.00278894833425993
235,175,315,4.7725,0.00275936451876022
235,175,315,4.78,0.00263085718257108
235,175,315,4.7875,0.00251072426612284
235,175,315,4.795,0.00292097097863819
235,175,315,4.8025,0.00317520733538282
235,175,315,4.81,0.00384744320534454
235,175,315,4.8175,0.00316547864155252
235,175,315,4.825,0.00347017144156099
235,175,315,4.8325,0.00394182195433849
235,175,315,4.84,0.00446015596176846
235,175,315,4.8475,0.00368368844793158
235,175,315,4.855,0.00385087802344792
235,175,315,4.8625,0.00310447527316054
235,175,315,4.87,0.00273975140799002
235,175,315,4.8775,0.00259866239339018
235,175,315,4.885,0.00196659318113705
235,175,315,4.8925,0.00203783232765123
235,175,315,4.9,0.00177382822250712
235,175,315,4.9075,0.00127050544215439
235,175,315,4.915,0.00119698359639792
235,175,315,4.9225,0.00101314117904564
235,175,315,4.93,0.00121251577254501
235,175,315,4.9375,0.00148461342239312
235,175,315,4.945,0.0004659574175197
235,175,315,4.9525,0.000674075358554154
235,175,315,4.96,0.00103561564438967
235,175,315,4.9675,0.000664218837859405
235,175,315,4.975,0.00186099024127271
235,175,315,4.9825,0.00137429905024429
235,175,315,4.99,0.00162283887481936
235,175,315,4.9975,0.00200777776876583
235,175,315,5.005,0.00222857490435708
235,175,315,5.0125,0.00250219445603244
235,175,315,5.02,0.00262231884855568
235,175,315,5.0275,0.00302981108881854
235,175,315,5.035,0.00296521110648718
235,175,315,5.0425,0.00282010056882569
235,175,315,5.05,0.00291261404615131
235,175,315,5.0575,0.00301325596350058
235,175,315,5.065,0.00353273270227883
235,175,315,5.0725,0.00375494424818071
235,175,315,5.08,0.00351789430469232
235,175,315,5.0875,0.00363359212506015
235,175,315,5.095,0.00336845725462026
235,175,315,5.1025,0.00308358378715181
235,175,315,5.11,0.00315131329954813
235,175,315,5.1175,0.00267141308888526
235,175,315,5.125,0.00244410013483713
235,175,315,5.1325,0.00257696783851645
235,175,315,5.14,0.00224829941265391
235,175,315,5.1475,0.00206900741412068
235,175,315,5.155,0.00204183855757105
235,175,315,5.1625,0.00215786208186343
235,175,315,5.17,0.00231473295848872
235,175,315,5.1775,0.00207756255585436
235,175,315,5.185,0.00161819996752062
235,175,315,5.1925,0.00163484594223539
235,175,315,5.2,0.00147503528197202
235,175,315,5.2075,0.00187470482336075
235,175,315,5.215,0.00180326363555757
235,175,315,5.2225,0.00212713442994163
235,175,315,5.23,0.00189822991500248
235,175,315,5.2375,0.00165464304052836
235,175,315,5.245,0.00177964123377992
235,175,315,5.2525,0.0022226899950186
235,175,315,5.26,0.00206173127274944
235,175,315,5.2675,0.00252968923800843
235,175,315,5.275,0.00315791275833569
235,175,315,5.2825,0.00284508855819869
235,175,315,5.29,0.0023674850990856
235,175,315,5.2975,0.00298157200472249
235,175,315,5.305,0.00279910063449356
235,175,315,5.3125,0.00244871402279716
235,175,315,5.32,0.00228295509775639
235,175,315,5.3275,0.00212537976572999
235,175,315,5.335,0.00228056283118579
235,175,315,5.3425,0.00201701574445607
235,175,315,5.35,0.00192138214266747
235,175,315,5.3575,0.00170713414234004
235,175,315,5.365,0.00159642529293998
235,175,315,5.3725,0.00184223546007847
235,175,315,5.38,0.00209200632789576
235,175,315,5.3875,0.00172100822380889
235,175,315,5.395,0.00196691482722755
235,175,315,5.4025,0.00146432898177069
235,175,315,5.41,0.00147042137698379
235,175,315,5.4175,0.00131280279445477
235,175,315,5.425,0.00153813361128836
235,175,315,5.4325,0.00111711465469142
235,175,315,5.44,0.000551487531516328
235,175,315,5.4475,0.000281078117114342
235,175,315,5.455,0.000572562812092208
235,175,315,5.4625,0.00062254246123171
235,175,315,5.47,0.000872741201553145
235,175,315,5.4775,0.000913993961484697
235,175,315,5.485,0.00101526089267874
235,175,315,5.4925,0.00104874227336797
235,175,315,5.5,0.000944861224624899
235,175,315,5.5075,0.000653623534034729
235,175,315,5.515,0.0010136082633934
235,175,315,5.5225,0.00138070599345388
235,175,315,5.53,0.0016163072567328
235,175,315,5.5375,0.00126950798976962
235,175,315,5.545,0.00162386580578945
235,175,315,5.5525,0.00186223486148034
235,175,315,5.56,0.0020359662781849
235,175,315,5.5675,0.00237741895161676
235,175,315,5.575,0.0018475617916718
235,175,315,5.5825,0.00243645603512661
235,175,315,5.59,0.00225301330743001
235,175,315,5.5975,0.00229528022640609
235,175,315,5.605,0.00273664645837526
235,175,315,5.6125,0.00255684004805138
235,175,315,5.62,0.00348447192581434
235,175,315,5.6275,0.00304466883638044
235,175,315,5.635,0.0026449122004724
235,175,315,5.6425,0.00270069792610742
235,175,315,5.65,0.00264093460477677
235,175,315,5.6575,0.00227695849187727
235,175,315,5.665,0.00174935158442901
235,175,315,5.6725,0.00149092505540597
235,175,315,5.68,0.000443159809426594
235,175,315,5.6875,0.000748783960794452
235,175,315,5.695,0.000508006925254722
235,175,315,5.7025,0.000856426894955618
235,175,315,5.71,0.00058642733809398
235,175,315,5.7175,0.00186391335826743
