Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"ang_rad(S(RX_ant1_1,TX_antenna)) [rad]"
385,225,315,4,-1.41775636900519
385,225,315,4.0075,-2.36490833840441
385,225,315,4.015,2.95529455935193
385,225,315,4.0225,1.9770137017848
385,225,315,4.03,0.964117300625195
385,225,315,4.0375,0.00982734134122028
385,225,315,4.045,-0.989780189376239
385,225,315,4.0525,-1.78289505368632
385,225,315,4.06,-2.69405947441869
385,225,315,4.0675,2.58041263469706
385,225,315,4.075,1.76054971488468
385,225,315,4.0825,0.836509145058413
385,225,315,4.09,-0.320289228465313
385,225,315,4.0975,-1.14097177521247
385,225,315,4.105,-2.25013742175224
385,225,315,4.1125,3.0053298584635
385,225,315,4.12,2.24322218330573
385,225,315,4.1275,1.10762736517647
385,225,315,4.135,0.0849128404040515
385,225,315,4.1425,-0.453929032402618
385,225,315,4.15,-1.47795179902011
385,225,315,4.1575,-2.17244329275218
385,225,315,4.165,2.98727204003993
385,225,315,4.1725,2.20091983015603
385,225,315,4.18,1.6773145582991
385,225,315,4.1875,0.690174933718929
385,225,315,4.195,-0.245867147333842
385,225,315,4.2025,-1.14733936967193
385,225,315,4.21,-2.59522476242821
385,225,315,4.2175,-2.64653359590059
385,225,315,4.225,3.00543719479167
385,225,315,4.2325,2.05496624525591
385,225,315,4.24,1.54420422100787
385,225,315,4.2475,0.251765929425559
385,225,315,4.255,-0.329854907671973
385,225,315,4.2625,-1.27939080525554
385,225,315,4.27,-2.31556021990621
385,225,315,4.2775,3.01422315216058
385,225,315,4.285,1.95230417292509
385,225,315,4.2925,1.1077153148827
385,225,315,4.3,0.113654617256304
385,225,315,4.3075,-0.7574629007085
385,225,315,4.315,-1.80441917870544
385,225,315,4.3225,-2.68402393405992
385,225,315,4.33,2.58654620187609
385,225,315,4.3375,1.50371862129545
385,225,315,4.345,0.456947015998647
385,225,315,4.3525,-0.579248845787352
385,225,315,4.36,-1.6651376338576
385,225,315,4.3675,-2.68677341628362
385,225,315,4.375,2.53468592679982
385,225,315,4.3825,1.58797245864234
385,225,315,4.39,0.578388011296203
385,225,315,4.3975,-0.14667418281481
385,225,315,4.405,-1.26627244090341
385,225,315,4.4125,-2.33978071398915
385,225,315,4.42,-3.09275105505704
385,225,315,4.4275,2.03075757070566
385,225,315,4.435,1.30213793503655
385,225,315,4.4425,0.531282433605311
385,225,315,4.45,-0.1263770073912
385,225,315,4.4575,-1.33985561287787
385,225,315,4.465,-0.984977188182825
385,225,315,4.4725,-1.71285170648027
