Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"mag(S(RX_ant1_1,TX_antenna)) []"
235,275,315,4,0.00718702934851847
235,275,315,4.0075,0.00743926452896035
235,275,315,4.015,0.00696864858754413
235,275,315,4.0225,0.00685261793548792
235,275,315,4.03,0.00657395082919003
235,275,315,4.0375,0.00676280769507234
235,275,315,4.045,0.00626539591249889
235,275,315,4.0525,0.00560438869911386
235,275,315,4.06,0.00501049518785588
235,275,315,4.0675,0.00581628189861715
235,275,315,4.075,0.00529140746560733
235,275,315,4.0825,0.00624920513901717
235,275,315,4.09,0.00534854296943977
235,275,315,4.0975,0.00497271328071209
235,275,315,4.105,0.00527029551889757
235,275,315,4.1125,0.00514285428090598
235,275,315,4.12,0.00419684264206327
235,275,315,4.1275,0.00388934695749174
235,275,315,4.135,0.00360156165191007
235,275,315,4.1425,0.00289152618587912
235,275,315,4.15,0.00240846063938681
235,275,315,4.1575,0.00227336312558674
235,275,315,4.165,0.00244439429814006
235,275,315,4.1725,0.00187152240606595
235,275,315,4.18,0.00168715486877153
235,275,315,4.1875,0.00190375246600773
235,275,315,4.195,0.00222607316272046
235,275,315,4.2025,0.00209378794577101
235,275,315,4.21,0.00205273974244707
235,275,315,4.2175,0.00109682029379244
235,275,315,4.225,0.00127018203703479
235,275,315,4.2325,0.00145888566652696
235,275,315,4.24,0.00207781283321191
235,275,315,4.2475,0.0021526221211785
235,275,315,4.255,0.00253218102596289
235,275,315,4.2625,0.00336906336445231
235,275,315,4.27,0.00352844774621672
235,275,315,4.2775,0.00436124427886611
235,275,315,4.285,0.00364428589382582
235,275,315,4.2925,0.00355506114922567
235,275,315,4.3,0.00354493391707155
235,275,315,4.3075,0.00446264421707971
235,275,315,4.315,0.00504866756958986
235,275,315,4.3225,0.00529541744155862
235,275,315,4.33,0.00567649347890023
235,275,315,4.3375,0.00596891426883236
235,275,315,4.345,0.00605944335816556
235,275,315,4.3525,0.0061865055290817
235,275,315,4.36,0.00604883124041953
235,275,315,4.3675,0.00495871285715687
235,275,315,4.375,0.00445108088070837
235,275,315,4.3825,0.00440526155407483
235,275,315,4.39,0.00363522907552865
235,275,315,4.3975,0.00359247812200712
235,275,315,4.405,0.0033045718105992
235,275,315,4.4125,0.00267918450503022
235,275,315,4.42,0.00192304820504839
235,275,315,4.4275,0.00136654573830032
235,275,315,4.435,0.00123120786872499
235,275,315,4.4425,0.00062735819272773
235,275,315,4.45,0.000620452224273494
235,275,315,4.4575,0.000571751814228648
235,275,315,4.465,0.00106978488845268
235,275,315,4.4725,0.00106411414629107
235,275,315,4.48,0.00135176915671779
235,275,315,4.4875,0.00186156592237751
235,275,315,4.495,0.00198624102091703
235,275,315,4.5025,0.00251246801597621
235,275,315,4.51,0.00268057016817278
235,275,315,4.5175,0.00312722873789371
235,275,315,4.525,0.00375520126246225
235,275,315,4.5325,0.00313419521664473
235,275,315,4.54,0.00288688252302279
235,275,315,4.5475,0.00302390054912633
235,275,315,4.555,0.00343215438981379
235,275,315,4.5625,0.00331118914906585
235,275,315,4.57,0.00414077478496241
235,275,315,4.5775,0.00425171195727301
235,275,315,4.585,0.00364696678513837
235,275,315,4.5925,0.0039078164107344
235,275,315,4.6,0.00359629887514002
235,275,315,4.6075,0.0035983300370275
235,275,315,4.615,0.00273249506473628
235,275,315,4.6225,0.00197439738111918
235,275,315,4.63,0.00227877578107595
235,275,315,4.6375,0.00188319501282476
235,275,315,4.645,0.00117480685205629
235,275,315,4.6525,0.000853191303760749
235,275,315,4.66,0.000369250478076527
235,275,315,4.6675,0.000564950670634582
235,275,315,4.675,0.000682938364435009
235,275,315,4.6825,0.000704176878845119
235,275,315,4.69,0.000713994643557806
235,275,315,4.6975,0.000561634913155437
235,275,315,4.705,0.000864689677186837
235,275,315,4.7125,0.000865389318523217
235,275,315,4.72,0.00110995018279811
235,275,315,4.7275,0.0018998951539482
235,275,315,4.735,0.00199300549514323
235,275,315,4.7425,0.00197630722153722
235,275,315,4.75,0.00267754767815981
235,275,315,4.7575,0.0022088363116313
235,275,315,4.765,0.00283484552075522
235,275,315,4.7725,0.00258672948662048
235,275,315,4.78,0.00282543147365992
235,275,315,4.7875,0.0026824906882014
235,275,315,4.795,0.00307995048842965
235,275,315,4.8025,0.00315074788921981
235,275,315,4.81,0.00324950795369317
235,275,315,4.8175,0.00333204448333864
235,275,315,4.825,0.00341303060434663
235,275,315,4.8325,0.00396266731254973
235,275,315,4.84,0.00405711805275637
235,275,315,4.8475,0.00350045151228794
235,275,315,4.855,0.003494446723658
235,275,315,4.8625,0.00250942982284307
235,275,315,4.87,0.0030277814624819
235,275,315,4.8775,0.00233992706640951
235,275,315,4.885,0.00174129117346224
235,275,315,4.8925,0.00163189002225268
235,275,315,4.9,0.0011892284579438
235,275,315,4.9075,0.00139856140909303
235,275,315,4.915,0.000576233919189152
235,275,315,4.9225,0.000911918878450118
235,275,315,4.93,0.000979992882543176
235,275,315,4.9375,0.0013130407413711
235,275,315,4.945,0.000878097477327218
235,275,315,4.9525,0.000550978576025512
235,275,315,4.96,0.000648739976552111
235,275,315,4.9675,0.000903987437217152
235,275,315,4.975,0.00114210255837969
235,275,315,4.9825,0.00156018303335384
235,275,315,4.99,0.00203621112425754
235,275,315,4.9975,0.00194824635627153
235,275,315,5.005,0.0020099642088074
235,275,315,5.0125,0.00255529649636292
