"Human_Xpos [cm]","Human_Ypos [cm]","RX_Ypos [cm]","Freq [GHz]","ang_rad(S(RX_ant1_1,TX_antenna)) [rad]"
285,325,315,4,-1.34422401056545
285,325,315,4.0075,-2.33301189166819
285,325,315,4.015,2.95960027289951
285,325,315,4.0225,1.95723672508436
285,325,315,4.03,0.976264208375967
285,325,315,4.0375,0.0464334100468787
285,325,315,4.045,-0.968009978295689
285,325,315,4.0525,-1.91113734392754
285,325,315,4.06,-2.72950273165619
285,325,315,4.0675,2.62746755321135
285,325,315,4.075,1.74402729300546
285,325,315,4.0825,0.769976596013628
285,325,315,4.09,-0.308373426724768
285,325,315,4.0975,-1.17927746052403
285,325,315,4.105,-2.1688250501476
285,325,315,4.1125,3.08483221611454
285,325,315,4.12,2.17723714763793
285,325,315,4.1275,1.16126978723194
285,325,315,4.135,0.257710809988687
285,325,315,4.1425,-0.545634054367067
285,325,315,4.15,-1.43441189983217
285,325,315,4.1575,-2.300892372078
285,325,315,4.165,-3.09998446484153
285,325,315,4.1725,2.44652341291118
285,325,315,4.18,1.70482291596637
285,325,315,4.1875,0.741040008751001
285,325,315,4.195,-0.214212141414379
285,325,315,4.2025,-1.17633088261914
285,325,315,4.21,-2.2998256937161
285,325,315,4.2175,-2.56832257761677
285,325,315,4.225,2.92418995891497
285,325,315,4.2325,2.213411208505
285,325,315,4.24,1.34539160651824
285,325,315,4.2475,0.318546363891404
285,325,315,4.255,-0.40790448366821
285,325,315,4.2625,-1.38833672605348
285,325,315,4.27,-2.33989425105545
285,325,315,4.2775,2.93953863752189
285,325,315,4.285,1.94981366542859
285,325,315,4.2925,1.10751798938992
285,325,315,4.3,0.176093115255593
285,325,315,4.3075,-0.758175187778613
285,325,315,4.315,-1.72030299721913
285,325,315,4.3225,-2.70007815382148
285,325,315,4.33,2.58149324827784
285,325,315,4.3375,1.56156771333901
285,325,315,4.345,0.500344721629225
285,325,315,4.3525,-0.556076181497573
285,325,315,4.36,-1.57529301608997
285,325,315,4.3675,-2.65690549404693
