"Human_Xpos [cm]","Human_Ypos [cm]","RX_Ypos [cm]","Freq [GHz]","mag(S(RX_ant1_1,TX_antenna)) []"
285,325,315,4,0.00838224384344921
285,325,315,4.0075,0.00858094180552872
285,325,315,4.015,0.00850491112754193
285,325,315,4.0225,0.00839221077527397
285,325,315,4.03,0.00784976798914935
285,325,315,4.0375,0.00767394601076354
285,325,315,4.045,0.00741508027643426
285,325,315,4.0525,0.00641568741124594
285,325,315,4.06,0.00617229383807978
285,325,315,4.0675,0.00628701875958091
285,325,315,4.075,0.00626857047146487
285,325,315,4.0825,0.00693279054855405
285,325,315,4.09,0.00641375223175741
285,325,315,4.0975,0.00585044318727604
285,325,315,4.105,0.0061199359082647
285,325,315,4.1125,0.00540152625037322
285,325,315,4.12,0.00499957331096646
285,325,315,4.1275,0.00454009526549187
285,325,315,4.135,0.00363987966311919
285,325,315,4.1425,0.00334269159880114
285,325,315,4.15,0.0031035511938559
285,325,315,4.1575,0.00275054539254684
285,325,315,4.165,0.00245408532256275
285,325,315,4.1725,0.00232459115966147
285,325,315,4.18,0.00254735448452157
285,325,315,4.1875,0.0029043550702409
285,325,315,4.195,0.00272923674670196
285,325,315,4.2025,0.00281467528082247
285,325,315,4.21,0.00208737115161726
285,325,315,4.2175,0.001396933896975
285,325,315,4.225,0.00204528689330788
285,325,315,4.2325,0.00204329426554001
285,325,315,4.24,0.00284732180027227
285,325,315,4.2475,0.00279679182527415
285,325,315,4.255,0.00306786824539899
285,325,315,4.2625,0.00370299975993496
285,325,315,4.27,0.00396180814735719
285,325,315,4.2775,0.0043677665968162
285,325,315,4.285,0.00412815537784477
285,325,315,4.2925,0.00422607050035181
285,325,315,4.3,0.00463964052611001
285,325,315,4.3075,0.00492477206637863
285,325,315,4.315,0.00536721158143429
285,325,315,4.3225,0.00575502115758797
285,325,315,4.33,0.00613799050338746
285,325,315,4.3375,0.00648795267876575
285,325,315,4.345,0.00670598128049664
285,325,315,4.3525,0.00647774380791622
285,325,315,4.36,0.00632991967105929
285,325,315,4.3675,0.00607655005800491
285,325,315,4.375,0.0053173593673092
285,325,315,4.3825,0.00477455443145882
285,325,315,4.39,0.00417075869243944
285,325,315,4.3975,0.00386756419106089
285,325,315,4.405,0.00361516530861231
285,325,315,4.4125,0.00280476627272168
285,325,315,4.42,0.00222884319779349
285,325,315,4.4275,0.0017527492939286
285,325,315,4.435,0.00130416022875229
285,325,315,4.4425,0.000962451892293622
285,325,315,4.45,0.000635451229672144
285,325,315,4.4575,0.000389001909915484
285,325,315,4.465,0.000706690787795896
285,325,315,4.4725,0.00100439360010248
285,325,315,4.48,0.00149252868061013
285,325,315,4.4875,0.00199234071233031
285,325,315,4.495,0.00236525998461119
285,325,315,4.5025,0.00300387952411028
285,325,315,4.51,0.00327558992637803
285,325,315,4.5175,0.00346982430191632
285,325,315,4.525,0.00363554735698776
285,325,315,4.5325,0.00341470199633367
285,325,315,4.54,0.00354874412704077
285,325,315,4.5475,0.00380460759974263
285,325,315,4.555,0.00370314055367921
285,325,315,4.5625,0.00396656120510703
285,325,315,4.57,0.00431678311408585
285,325,315,4.5775,0.00436603991700733
285,325,315,4.585,0.00437326623965925
285,325,315,4.5925,0.00443958186251664
285,325,315,4.6,0.00416258508310008
285,325,315,4.6075,0.00380618432943202
285,325,315,4.615,0.00330083005629311
285,325,315,4.6225,0.00265366055892303
285,325,315,4.63,0.00244886104419787
285,325,315,4.6375,0.00193718890288251
285,325,315,4.645,0.00133086353170639
285,325,315,4.6525,0.000772112064630621
285,325,315,4.66,0.000390835422687345
285,325,315,4.6675,0.000744001192863494
285,325,315,4.675,0.000732930848375716
285,325,315,4.6825,0.00100096498696634
285,325,315,4.69,0.000939561353239918
285,325,315,4.6975,0.000822649896238367
285,325,315,4.705,0.00116752411960575
285,325,315,4.7125,0.00120781698971848
285,325,315,4.72,0.0014414521399631
285,325,315,4.7275,0.00179721835830624
285,325,315,4.735,0.00174843603777804
285,325,315,4.7425,0.00222849847978451
285,325,315,4.75,0.00245569094218633
285,325,315,4.7575,0.00246594885130482
285,325,315,4.765,0.00274427579952507
285,325,315,4.7725,0.0027228399205651
285,325,315,4.78,0.00275696957436475
285,325,315,4.7875,0.0028763193275027
285,325,315,4.795,0.00305971788134881
285,325,315,4.8025,0.00334040527724778
285,325,315,4.81,0.00346700322615413
285,325,315,4.8175,0.00348192869438128
285,325,315,4.825,0.00358860384841829
285,325,315,4.8325,0.00392799247969189
285,325,315,4.84,0.00401436551238482
285,325,315,4.8475,0.00391116195797148
285,325,315,4.855,0.00364371991373018
285,325,315,4.8625,0.00309749822102509
285,325,315,4.87,0.00292422681479268
285,325,315,4.8775,0.00265071910972227
285,325,315,4.885,0.00228584909683029
285,325,315,4.8925,0.0021036592178
285,325,315,4.9,0.00157019586732554
285,325,315,4.9075,0.00113454837114634
285,325,315,4.915,0.000957208928492296
285,325,315,4.9225,0.000897780691846638
285,325,315,4.93,0.00106635157325879
285,325,315,4.9375,0.0010207734926863
285,325,315,4.945,0.000809366814619326
285,325,315,4.9525,0.000722053536468061
285,325,315,4.96,0.000807392043274979
285,325,315,4.9675,0.000929560285755095
285,325,315,4.975,0.00111372621554172
285,325,315,4.9825,0.00137289553298492
285,325,315,4.99,0.0017231791006191
285,325,315,4.9975,0.00202741025038503
285,325,315,5.005,0.00221824310839192
