Human_Xpos [cm],Human_Ypos [cm],RX_Ypos [cm],Freq [GHz],"ang_rad(S(RX_ant1_1,TX_antenna)) [rad]"
285,325,315,4,-1.29870555287873
285,325,315,4.0075,-2.30432248004613
285,325,315,4.015,2.9608746788244
285,325,315,4.0225,1.98869575259836
285,325,315,4.03,1.03249152624059
285,325,315,4.0375,0.121748139257264
285,325,315,4.045,-0.848895312915994
285,325,315,4.0525,-1.79621538923824
285,325,315,4.06,-2.66319106625884
285,325,315,4.0675,2.66212826439569
285,325,315,4.075,1.81305331877553
285,325,315,4.0825,0.839789263405068
285,325,315,4.09,-0.270700109596468
285,325,315,4.0975,-1.09866714304925
285,325,315,4.105,-2.13837539433494
285,325,315,4.1125,3.10371331647212
285,325,315,4.12,2.16766593282596
285,325,315,4.1275,1.1758961362131
285,325,315,4.135,0.349193089146121
285,325,315,4.1425,-0.531673699436741
285,325,315,4.15,-1.37939685655795
285,325,315,4.1575,-2.32656901036148
285,325,315,4.165,-3.015595656734
285,325,315,4.1725,2.44417561980836
285,325,315,4.18,1.85998282431057
285,325,315,4.1875,0.734946944765802
285,325,315,4.195,-0.210008141813686
285,325,315,4.2025,-1.00813396498145
285,325,315,4.21,-2.3009267576654
285,325,315,4.2175,-2.5009366330872
285,325,315,4.225,2.92599414914908
285,325,315,4.2325,2.16326629063995
285,325,315,4.24,1.31326113194722
285,325,315,4.2475,0.186577116244964
285,325,315,4.255,-0.276849277062522
285,325,315,4.2625,-1.28987650775391
285,325,315,4.27,-2.25857682157083
285,325,315,4.2775,3.10013738626908
285,325,315,4.285,2.10734797336493
285,325,315,4.2925,1.09894711899278
285,325,315,4.3,0.268285557891707
285,325,315,4.3075,-0.683628828871105
285,325,315,4.315,-1.64794172023681
285,325,315,4.3225,-2.67182229051707
285,325,315,4.33,2.6180284384851
285,325,315,4.3375,1.63115168357417
285,325,315,4.345,0.493036953093238
285,325,315,4.3525,-0.494782554954711
285,325,315,4.36,-1.52401502425702
285,325,315,4.3675,-2.55121028402816
285,325,315,4.375,2.68320185139933
285,325,315,4.3825,1.71510041112413
285,325,315,4.39,0.675517605664906
285,325,315,4.3975,-0.254632723086592
285,325,315,4.405,-1.28755852251314
285,325,315,4.4125,-2.23953143174514
285,325,315,4.42,3.07347463329466
285,325,315,4.4275,2.29744039042539
285,325,315,4.435,1.13409282758318
285,325,315,4.4425,0.724777925247433
285,325,315,4.45,-0.309600053172662
285,325,315,4.4575,-0.280983796346713
285,325,315,4.465,-1.0681526669089
285,325,315,4.4725,-1.28360906967723
285,325,315,4.48,-2.09177607509712
285,325,315,4.4875,-3.03823306351078
285,325,315,4.495,2.33476680794409
285,325,315,4.5025,1.32004581330043
285,325,315,4.51,0.179122003162846
285,325,315,4.5175,-0.771060455821023
285,325,315,4.525,-1.80666667572232
285,325,315,4.5325,-2.74943560344902
285,325,315,4.54,2.65442540203748
285,325,315,4.5475,1.55777285343632
285,325,315,4.555,0.706290477417788
285,325,315,4.5625,-0.288017985418724
285,325,315,4.57,-1.34647430748868
285,325,315,4.5775,-2.35024265751105
285,325,315,4.585,2.96486735584734
285,325,315,4.5925,1.85825706222508
285,325,315,4.6,0.803616872101343
285,325,315,4.6075,-0.287444010834038
285,325,315,4.615,-1.19000758356736
285,325,315,4.6225,-2.28871226196182
285,325,315,4.63,-3.07625083438069
285,325,315,4.6375,1.78906654906954
285,325,315,4.645,1.04313437543684
285,325,315,4.6525,-0.153618098587929
285,325,315,4.66,0.540171636341635
285,325,315,4.6675,0.173340617918865
285,325,315,4.675,-1.11951526052763
285,325,315,4.6825,-2.0032275865419
285,325,315,4.69,-2.98903384882793
285,325,315,4.6975,2.0690363759877
285,325,315,4.705,2.33640043455778
285,325,315,4.7125,1.05681386063141
285,325,315,4.72,0.638603343667066
285,325,315,4.7275,-0.588292272926758
285,325,315,4.735,-1.45075461318479
285,325,315,4.7425,-2.46599222289343
285,325,315,4.75,2.6182710581688
285,325,315,4.7575,1.86371766605879
285,325,315,4.765,0.730680220838506
285,325,315,4.7725,-0.229034740392414
285,325,315,4.78,-1.2311632057167
285,325,315,4.7875,-2.10091483044127
285,325,315,4.795,3.10609194285573
285,325,315,4.8025,2.31323060768052
285,325,315,4.81,1.29932082511711
285,325,315,4.8175,0.287829358207239
285,325,315,4.825,-0.575602341079595
285,325,315,4.8325,-1.6278545777754
285,325,315,4.84,-2.71685114385836
285,325,315,4.8475,2.50210061415929
285,325,315,4.855,1.31769955411551
285,325,315,4.8625,0.302073637675525
285,325,315,4.87,-0.553630773076289
285,325,315,4.8775,-1.68174315003644
285,325,315,4.885,-2.51694758026786
285,325,315,4.8925,2.5697515951259
285,325,315,4.9,1.43520205759096
285,325,315,4.9075,0.649221790099408
285,325,315,4.915,-0.245428989927756
285,325,315,4.9225,-0.0615103956030806
285,325,315,4.93,-2.18387790312462
285,325,315,4.9375,3.02196612490074
285,325,315,4.945,1.16036079461929
285,325,315,4.9525,-0.727100082240538
285,325,315,4.96,-1.82736479373157
285,325,315,4.9675,3.07752289518146
285,325,315,4.975,2.06444165640497
285,325,315,4.9825,0.956138603689126
285,325,315,4.99,-0.203938502835208
285,325,315,4.9975,-1.28801922840807
285,325,315,5.005,-2.41515008802386
285,325,315,5.0125,2.82478444150377
285,325,315,5.02,1.91828929628497
285,325,315,5.0275,0.995838650366524
285,325,315,5.035,-0.110813188584694
285,325,315,5.0425,-1.06930175808288
285,325,315,5.05,-2.03360611168326
285,325,315,5.0575,3.07053164893769
285,325,315,5.065,2.31956805379173
285,325,315,5.0725,1.29267702677417
285,325,315,5.08,0.159445680779838
285,325,315,5.0875,-0.910252866832172
285,325,315,5.095,-2.00505925560496
285,325,315,5.1025,-2.89629747474846
285,325,315,5.11,2.19065813470625
285,325,315,5.1175,1.21922904109466
285,325,315,5.125,0.218602785061119
285,325,315,5.1325,-0.865175127457196
285,325,315,5.14,-1.63961816097409
285,325,315,5.1475,-2.57226288332928
285,325,315,5.155,2.59323667525955
285,325,315,5.1625,1.54698203898903
285,325,315,5.17,0.503752702802892
285,325,315,5.1775,-0.739475210697432
285,325,315,5.185,-1.68586253847398
285,325,315,5.1925,-2.80253219392807
285,325,315,5.2,1.9558428208694
285,325,315,5.2075,0.438589435637055
285,325,315,5.215,-0.927099405524056
285,325,315,5.2225,-2.06079641222183
285,325,315,5.23,3.05361547486764
285,325,315,5.2375,1.86364489007495
285,325,315,5.245,0.836804614210073
285,325,315,5.2525,-0.0573880407220203
285,325,315,5.26,-1.40230712418531
285,325,315,5.2675,-2.30657513650511
285,325,315,5.275,2.91395593811368
285,325,315,5.2825,1.59328986097985
285,325,315,5.29,0.926154167850971
285,325,315,5.2975,-0.279652086701604
285,325,315,5.305,-1.23086291736664
285,325,315,5.3125,-2.26588947948673
285,325,315,5.32,-3.13948992405704
285,325,315,5.3275,1.90973734050905
285,325,315,5.335,1.23427775366184
285,325,315,5.3425,0.18739764892
285,325,315,5.35,-0.751715454471019
285,325,315,5.3575,-2.02302953004271
285,325,315,5.365,-2.68554834953923
285,325,315,5.3725,2.73791644223012
285,325,315,5.38,1.63101161214079
285,325,315,5.3875,0.515432790511429
285,325,315,5.395,-0.268647155206456
285,325,315,5.4025,-1.32881678072488
285,325,315,5.41,-2.32275745778916
285,325,315,5.4175,-3.04388385375699
285,325,315,5.425,1.81493292810376
285,325,315,5.4325,1.26824245405683
285,325,315,5.44,-0.876793389531959
285,325,315,5.4475,-1.01191889550812
285,325,315,5.455,-2.81746320283681
285,325,315,5.4625,-0.620087117761319
285,325,315,5.47,1.27057903470106
285,325,315,5.4775,-1.89692185161239
285,325,315,5.485,3.03317483652287
285,325,315,5.4925,1.51248272289907
285,325,315,5.5,0.896715134541049
285,325,315,5.5075,0.0774370682732137
285,325,315,5.515,-0.175931108331199
285,325,315,5.5225,-1.38025800638544
285,325,315,5.53,-2.17191678256251
285,325,315,5.5375,2.77084295143914
285,325,315,5.545,1.7565586610426
285,325,315,5.5525,0.772654396239671
285,325,315,5.56,-0.0755302656745228
285,325,315,5.5675,-1.01200540934715
285,325,315,5.575,-2.01984716699112
285,325,315,5.5825,3.13388359627666
285,325,315,5.59,2.12132355277036
285,325,315,5.5975,1.28230013745985
285,325,315,5.605,0.241365707131627
285,325,315,5.6125,-0.96751458193912
285,325,315,5.62,-2.0527708443423
285,325,315,5.6275,3.05289198844645
285,325,315,5.635,2.084384332004
285,325,315,5.6425,1.25348115687002
285,325,315,5.65,-0.0855858232613442
285,325,315,5.6575,-1.39469726283461
